district,period,year,quarter,date,price_sqm_sale,price_sqm_rental,log_price_sale,price_growth_qoq,price_growth_yoy,ine_transaction_count_national,ine_transaction_value_thousands_national,ine_price_value_index_national,ine_volume_index_national,mortgage_rate_fixed_pct_national,fdi_realestate_transactions_meur_national,fdi_realestate_stock_meur_national,fdi_total_stock_meur_national,construction_cost_yoy_growth_pct_national,population_national,unemployment_rate_pct_regional
aveiro,4T2021,2021,4,2021-10-01,1369.6666666666667,6.766666666666667,7.2223226802153,0.01884453260600072,0.11204330175913402,45885.0,8225207.0,148.2552976019511,202.7864632246517,2.1533333333333333,700.74,24264.2,164176.4,5.300000000000001,,6.300000000000001
aveiro,1T2022,2022,1,2022-01-01,1417.6666666666667,6.966666666666666,7.256767606585524,0.03504502311998059,0.10668748373666403,43544.0,8081797.0,153.50189341648706,192.44053077594492,2.3266666666666667,615.95,24880.15,175732.61,6.766666666666667,10764411.0,6.0
aveiro,2T2022,2022,2,2022-04-01,1501.3333333333333,6.933333333333334,7.314108881151417,0.05901716435457316,0.15813833890460272,43607.0,8287705.0,157.1853964180325,192.71895612591013,2.98,1047.15,25927.3,175732.61,8.666666666666666,10764411.0,5.9
aveiro,3T2022,2022,3,2022-07-01,1580.0,7.266666666666667,7.365180126021013,0.052397868561278926,0.17530374411108363,42223.0,8051492.0,157.71078703058802,186.6024373266747,3.2266666666666666,738.85,26666.15,175732.61,10.333333333333334,10764411.0,5.9
aveiro,4T2022,2022,4,2022-10-01,1641.6666666666667,7.966666666666666,7.4034672649380795,0.03902953586497904,0.1985884643465563,38526.0,7362219.0,158.04797371910158,170.26373067871702,3.9066666666666667,762.23,27428.38,175732.61,11.566666666666668,10764411.0,6.7
aveiro,1T2023,2023,1,2023-01-01,1660.6666666666667,8.266666666666667,7.414974407154016,0.011573604060913789,0.17140841758758518,34493.0,6857332.0,164.42139501587408,152.440088830945,4.003333333333333,850.7,28279.08,192753.71,,11067026.0,7.2
aveiro,2T2023,2023,2,2023-04-01,1665.6666666666667,8.166666666666666,7.417980722676095,0.003010839020473721,0.1094582593250446,33624.0,6904628.0,169.83415260390527,148.59958678142505,4.073333333333333,1030.38,29309.46,192753.71,,11067026.0,6.1000000000000005
aveiro,3T2023,2023,3,2023-07-01,1662.3333333333333,9.466666666666667,7.415977516878013,-0.0020012007204323057,0.05210970464135012,34256.0,7072380.0,170.75092220163313,151.39267918107592,3.9966666666666666,1140.31,30449.77,192753.71,,11067026.0,6.1000000000000005
aveiro,4T2023,2023,4,2023-10-01,1658.0,9.333333333333334,7.4133673356952405,-0.002606777621816714,0.00994923857868013,34126.0,7174277.0,173.87088910761483,150.81815068114773,3.966666666666667,853.13,31302.9,192753.71,,11067026.0,6.6000000000000005
aveiro,1T2024,2024,1,2024-01-01,1684.0,9.200000000000001,7.428927194802272,0.01568154402895061,0.014050582095543884,33077.0,6730533.0,168.28967248471187,146.18214763172722,3.813333333333333,664.25,31967.15,201383.75,,11295785.0,6.800000000000001
aveiro,2T2024,2024,2,2024-04-01,1713.6666666666667,9.700000000000001,7.446390603387395,0.01761678543151235,0.028817290374224536,37125.0,7876682.0,175.47327047702692,164.072081229491,3.8699999999999997,863.79,32830.94,201383.75,,11295785.0,6.2
aveiro,3T2024,2024,3,2024-07-01,1731.3333333333333,9.533333333333333,7.456647103554584,0.010309278350515427,0.041507920593543135,40909.0,9052016.0,183.003994750677,180.7952800274006,3.6733333333333333,962.02,33792.96,201383.75,,11295785.0,6.2
