district,quarter,price_sqm_sale,log_price,price_growth_qoq,price_growth_yoy,transaction_count,transaction_value_thousands,avg_transaction_value,value_index,volume_index,mortgage_rate_fixed,fdi_real_estate_transactions_meur
coimbra,2016Q4,1009.6666666666666,6.917375522359127,-0.0388524100737877,-0.10013062058212885,28999,3551512,122470.15414324631,101.2894901297318,128.15963053398005,,408.85
coimbra,2017Q1,984.3333333333334,6.891964593075813,-0.025410929283314232,-0.08531674855493421,29975,3800102,126775.7130942452,104.85042196590872,132.4730137334409,,489.78
coimbra,2017Q2,980.6666666666666,6.888232612493273,-0.0037319805825397623,-0.07936266684488036,31197,4021419,128904.02923358016,106.61065537213086,137.8735816327658,,370.69
coimbra,2017Q3,995.0,6.902742737158593,0.014510124665319424,-0.05348519527432227,32722,4258992,130156.83637919444,107.64679513938984,144.61324288192336,,384.08
coimbra,2017Q4,1003.6666666666666,6.911415239813624,0.008672502655031167,-0.005960282545503404,35940,4898678,136301.55815247635,112.72881483438267,158.83503298014563,,440.43
coimbra,2018Q1,1006.3333333333334,6.914068641038729,0.0026534012251051564,0.022104047962915985,34449,4755125,138033.76005109,114.16144018167434,152.2456330309693,,495.45
coimbra,2018Q2,989.0,6.8966943316227125,-0.017374309416016587,0.00846171912943916,38730,5425227,140078.15646785437,115.8522674050557,171.16529847860434,,514.24
coimbra,2018Q3,1020.6666666666666,6.928211287549519,0.03151695592680692,0.02546855039092666,38964,5512302,141471.66615337235,117.00477583884005,172.19944977847507,,434.61
coimbra,2018Q4,982.3333333333334,6.8899306940695855,-0.038280593479933955,-0.021484545744038464,39066,5414883,138608.58547074182,114.63685212246476,172.65023367841872,2.64,498.33
coimbra,2019Q1,1005.0,6.912742820493176,0.02281212642359076,-0.0013258205455528582,36954,5261090,142368.62044704228,117.7466059092851,163.31635527958545,2.8666666666666667,445.76
coimbra,2019Q2,1019.6666666666666,6.927231055482793,0.014488234989617155,0.030536723860080883,36681,5414806,147618.82173332243,122.08880842455076,162.10984542973628,3.1566666666666667,415.35
coimbra,2019Q3,1043.6666666666667,6.950495432658296,0.02326437717550256,0.02228414510877652,39554,5800028,146635.68792031147,121.2757031962132,174.80692527814915,2.4133333333333336,418.47
coimbra,2019Q4,1062.0,6.967909201801884,0.017413769143588276,0.07797850773229875,41676,6136268,147237.45081101832,121.77339389322496,184.18499817697688,2.1866666666666665,490.46
coimbra,2020Q1,1089.6666666666667,6.993627118056101,0.02571791625421671,0.0808842975629247,36399,5785538,158947.71834391056,131.4584231641285,160.86356052989206,2.21,468.51
coimbra,2020Q2,1109.6666666666667,7.011814948906915,0.018187830850814102,0.08458389342412165,26379,4125502,156393.41900754388,129.34587844472952,116.5806715354274,2.21,274.49
