param,coef,std_err,t_stat,p_value
Intercept,6.787841369251257,0.057124189352105295,118.82604280669925,0.0
t,0.015629329033046434,0.002006000632406902,7.7912881883260265,2.0650148258027912e-14
volume_index,-0.0009961922061116854,0.0003271805309332324,-3.044778377460907,0.0024051312072115305
fdi_real_estate_transactions_meur,0.00012972439845536425,4.296805343589552e-05,3.01908948816826,0.0026162010520613954
