district,quarter,period,year,quarter,date,price_sqm_sale,price_sqm_rental,log_price,price_growth_qoq,price_growth_yoy,transaction_count,transaction_value_thousands,value_index,volume_index,mortgage_rate_fixed,fdi_real_estate_transactions_meur,fdi_realestate_stock_meur_national,fdi_total_stock_meur_national,construction_cost_yoy_growth_pct_national,population_national,unemployment_rate_pct_regional,log_price_lag1,t
leiria,2019-04-01,2T2019,2019,2019Q2,2019-04-01,1073.6666666666667,5.2,6.978834860663089,0.014384238004407024,0.103258480045187,36681.0,5414806.0,122.08880842455076,162.10984542973628,3.1566666666666667,415.35,19642.28,148342.92,2.466666666666667,10354446.0,6.300000000000001,6.964450622658682,17
leiria,2019-07-01,3T2019,2019,2019Q3,2019-07-01,1094.3333333333333,5.7,6.997900628833483,0.019065768170393405,0.07132359561075763,39554.0,5800028.0,121.2757031962132,174.80692527814915,2.4133333333333336,418.47,20060.75,148342.92,2.4000000000000004,10354446.0,6.2,6.978834860663089,18
leiria,2019-10-01,4T2019,2019,2019Q4,2019-10-01,1111.3333333333333,5.5,7.01331577464263,0.015415145809146935,0.0685858928691312,41676.0,6136268.0,121.77339389322496,184.18499817697688,2.1866666666666665,490.46,20551.21,148342.92,2.4000000000000004,10354446.0,6.800000000000001,6.997900628833483,19
leiria,2020-01-01,1T2020,2020,2020Q1,2020-01-01,1111.3333333333333,5.833333333333333,7.01331577464263,0.0,0.048865151983947364,36399.0,5785538.0,131.4584231641285,160.86356052989206,2.21,468.51,21019.72,150377.77,2.533333333333333,10384846.0,6.9,7.01331577464263,20
leiria,2020-04-01,2T2020,2020,2020Q2,2020-04-01,1114.6666666666667,5.833333333333333,7.0163106855364825,0.0029949108938529534,0.03747582487339329,26379.0,4125502.0,129.34587844472952,116.5806715354274,2.21,274.49,21294.21,150377.77,2.2,10384846.0,5.7,7.01331577464263,21
leiria,2020-07-01,3T2020,2020,2020Q3,2020-07-01,1129.3333333333333,5.633333333333333,7.029382767103836,0.013072081567353067,0.031482138270352955,35596.0,5427603.0,126.10752326248976,157.31474218033566,2.08,352.27,21646.48,150377.77,2.1333333333333333,10384846.0,8.200000000000001,7.0163106855364825,22
leiria,2020-10-01,4T2020,2020,2020Q4,2020-10-01,1140.3333333333333,5.566666666666666,7.039075896309495,0.009693129205659012,0.025760121666865032,39139.0,6098441.0,128.86744612614154,172.97285352837838,2.1266666666666665,488.87,22135.35,150377.77,2.1,10384846.0,7.300000000000001,7.029382767103836,23
leiria,2021-01-01,1T2021,2021,2021Q1,2021-01-01,1153.3333333333333,5.8,7.050411579383661,0.011335683074165992,0.037095804741031024,34614.0,5595240.0,133.69065495381548,152.97484228087814,1.9566666666666668,345.02,22480.37,164176.4,1.9,,7.2,7.039075896309495,24
leiria,2021-04-01,2T2021,2021,2021Q2,2021-04-01,1185.0,5.7,7.077498053569231,0.02708647418557053,0.0611873680327486,41736.0,6933006.0,137.38675721914424,184.45016517694373,2.193333333333334,512.35,22992.72,164176.4,2.866666666666667,,6.9,7.050411579383661,25
leiria,2021-07-01,3T2021,2021,2021Q3,2021-07-01,1221.0,5.966666666666666,7.107425474110705,0.02992742054147346,0.078042707006869,43447.0,7345978.0,139.83759623515712,192.0118441259985,2.18,570.74,23563.46,164176.4,4.033333333333334,,6.300000000000001,7.077498053569231,26
leiria,2021-10-01,4T2021,2021,2021Q4,2021-10-01,1242.3333333333333,6.133333333333333,7.124746610811148,0.017321136700443773,0.08567071450165376,45885.0,8225207.0,148.2552976019511,202.7864632246517,2.1533333333333333,700.74,24264.2,164176.4,5.300000000000001,,6.300000000000001,7.107425474110705,27
leiria,2022-01-01,1T2022,2022,2022Q1,2022-01-01,1265.0,6.366666666666667,7.142827401161621,0.018080790350472498,0.09241582177796026,43544.0,8081797.0,153.50189341648706,192.44053077594492,2.3266666666666667,615.95,24880.15,175732.61,6.766666666666667,10764411.0,6.0,7.124746610811148,28
leiria,2022-04-01,2T2022,2022,2022Q2,2022-04-01,1336.0,6.833333333333333,7.197435354096591,0.054607952934969894,0.11993730052735962,43607.0,8287705.0,157.1853964180325,192.71895612591013,2.98,1047.15,25927.3,175732.61,8.666666666666666,10764411.0,5.9,7.142827401161621,29
leiria,2022-07-01,3T2022,2022,2022Q3,2022-07-01,1374.3333333333333,7.266666666666667,7.22572404403879,0.02828868994219924,0.1182985699280854,42223.0,8051492.0,157.71078703058802,186.6024373266747,3.2266666666666666,738.85,26666.15,175732.61,10.333333333333334,10764411.0,5.9,7.197435354096591,30
leiria,2022-10-01,4T2022,2022,2022Q4,2022-10-01,1401.6666666666667,7.6,7.245417283738939,0.0196932397001488,0.12067067292779043,38526.0,7362219.0,158.04797371910158,170.26373067871702,3.9066666666666663,762.23,27428.38,175732.61,11.566666666666668,10764411.0,6.7,7.22572404403879,31
leiria,2023-01-01,1T2023,2023,2023Q1,2023-01-01,1439.6666666666667,8.1,7.272166884292592,0.026749600553653607,0.12933948313097154,34493.0,6857332.0,164.42139501587408,152.440088830945,4.003333333333333,850.7,28279.08,192753.71,,11067026.0,7.2,7.245417283738939,32
leiria,2023-04-01,2T2023,2023,2023Q2,2023-04-01,1458.6666666666667,8.6,7.285278055433707,0.01311117114111493,0.08784270133711658,33624.0,6904628.0,169.83415260390527,148.59958678142505,4.073333333333333,1030.38,29309.46,192753.71,,11067026.0,6.1000000000000005,7.272166884292592,33
leiria,2023-07-01,3T2023,2023,2023Q3,2023-07-01,1505.6666666666667,8.866666666666667,7.3169910469864945,0.03171299155278717,0.09126700294770451,34256.0,7072380.0,170.75092220163313,151.39267918107592,3.9966666666666666,1140.31,30449.77,192753.71,,11067026.0,6.1000000000000005,7.285278055433707,34
leiria,2023-10-01,4T2023,2023,2023Q4,2023-10-01,1543.6666666666667,8.966666666666667,7.341915817812643,0.02492477082614819,0.0964985340737039,34126.0,7174277.0,173.87088910761483,150.81815068114773,3.966666666666667,853.13,31302.9,192753.71,,11067026.0,6.6000000000000005,7.3169910469864945,35
leiria,2024-01-01,1T2024,2024,2024Q1,2024-01-01,1587.0,9.366666666666667,7.369600720526409,0.027684902713766668,0.09743383623381696,33077.0,6730533.0,168.28967248471187,146.18214763172722,3.813333333333333,664.25,31967.15,201383.75,,11295785.0,6.800000000000001,7.341915817812643,36
leiria,2024-04-01,2T2024,2024,2024Q2,2024-04-01,1632.6666666666667,9.3,7.397969948844003,0.02836922831759381,0.11269189341029584,37125.0,7876682.0,175.47327047702692,164.072081229491,3.87,863.79,32830.94,201383.75,,11295785.0,6.2,7.369600720526409,37
leiria,2024-07-01,3T2024,2024,2024Q3,2024-07-01,1660.0,9.7,7.414572881350589,0.01660293250658551,0.09758183436409418,40909.0,9052016.0,183.003994750677,180.7952800274006,3.673333333333334,962.02,33792.96,201383.75,,11295785.0,6.2,7.397969948844003,38
leiria,2024-10-01,4T2024,2024,2024Q4,2024-10-01,1712.6666666666667,9.466666666666669,7.44580688900172,0.031234007651131712,0.1038910711890777,45214.0,10173942.0,186.10174614443363,199.8210122750224,3.41,1048.07,34841.03,201383.75,,11295785.0,6.7,7.414572881350589,39
leiria,2025-01-01,1T2025,2025,2025Q1,2025-01-01,1731.3333333333333,9.433333333333334,7.456647103554584,0.010840214552863436,0.08704638302817447,41358.0,9617638.0,192.3282226547581,182.77961307715256,3.4499999999999997,968.9,35809.93,213730.82,,11405627.0,6.6000000000000005,7.44580688900172,40
lisboa,2015-01-01,1T2015,2015,2015Q1,2015-01-01,1336.3333333333333,5.966666666666666,7.197684823974397,,,21762.0,2662680.0,101.19388995618124,96.176070887978,,319.12,12554.79,125514.7,0.7000000000000001,10381838.0,14.2,,0
lisboa,2015-04-01,2T2015,2015,2015Q2,2015-04-01,1389.6666666666667,6.6000000000000005,7.236819189212687,0.03913436523829006,,20614.0,2509888.0,100.69923957118108,91.10254228861218,,297.14,12851.93,125514.7,0.8333333333333334,10381838.0,12.4,7.197684823974397,1
lisboa,2015-07-01,3T2015,2015,2015Q3,2015-07-01,1460.3333333333333,6.966666666666666,7.286419999145789,0.049600809933101786,,22928.0,2697752.0,97.31280042246271,101.32914958733386,,319.68,13171.62,125514.7,1.1333333333333335,10381838.0,12.3,7.236819189212687,2
lisboa,2015-10-01,4T2015,2015,2015Q4,2015-10-01,1497.3333333333333,7.433333333333334,7.311441027190224,0.025021028044434956,,25205.0,3071762.0,100.79407005017497,111.39223723607596,,405.34,13576.96,125514.7,1.2000000000000002,10381838.0,12.5,7.286419999145789,3
lisboa,2016-01-01,1T2016,2016,2016Q1,2016-01-01,1587.6666666666667,7.900000000000001,7.37002071213275,0.05857968494252663,0.17233588815835343,24926.0,3001077.0,99.57691524589762,110.1592106862301,,434.9,14011.86,127838.92,1.3666666666666665,10356516.0,12.8,7.311441027190224,4
lisboa,2016-04-01,2T2016,2016,2016Q2,2016-04-01,1688.6666666666667,8.1,7.431694541893511,0.06167382976076041,0.1948753526808238,26890.0,3267885.0,100.5101875107177,118.83901048514512,,401.38,14413.24,127838.92,1.3666666666666665,10356516.0,11.2,7.37002071213275,5
lisboa,2016-07-01,3T2016,2016,2016Q3,2016-07-01,1762.0,9.1,7.474204806496124,0.042510264602613645,0.18778480735033565,26675.0,3173236.0,98.38571929954205,117.8888287352639,,331.47,14744.71,127838.92,1.2000000000000002,10356516.0,10.9,7.431694541893511,6
lisboa,2016-10-01,4T2016,2016,2016Q4,2016-10-01,1908.3333333333333,10.466666666666669,7.553985539754331,0.07978073325820656,0.24254451256410725,28999.0,3551512.0,101.2894901297318,128.15963053398005,,408.85,15153.56,127838.92,1.2000000000000002,10356516.0,10.8,7.474204806496124,7
lisboa,2017-01-01,1T2017,2017,2017Q1,2017-01-01,2040.3333333333333,11.533333333333331,7.62086847218296,0.06688293242862908,0.2508477600502097,29975.0,3800102.0,104.85042196590872,132.4730137334409,,489.78,15643.34,138586.19,1.2666666666666668,10340124.0,10.4,7.553985539754331,8
lisboa,2017-04-01,2T2017,2017,2017Q2,2017-04-01,2194.0,11.466666666666669,7.693481640835175,0.07261316865221534,0.26178709894166463,31197.0,4021419.0,106.61065537213086,137.8735816327658,,370.69,16014.03,138586.19,1.3333333333333333,10340124.0,9.1,7.62086847218296,9
lisboa,2017-07-01,3T2017,2017,2017Q3,2017-07-01,2342.3333333333335,11.766666666666666,7.758902862524088,0.06542122168891229,0.2846980560279633,32722.0,4258992.0,107.64679513938984,144.61324288192336,,384.08,16398.1,138586.19,1.5,10340124.0,8.8,7.693481640835175,10
lisboa,2017-10-01,4T2017,2017,2017Q4,2017-10-01,2513.0,12.1,7.829232537543592,0.07032967501950438,0.2752469977892611,35940.0,4898678.0,112.72881483438267,158.83503298014563,,440.43,16838.54,138586.19,1.7666666666666668,10340124.0,8.3,7.758902862524088,11
lisboa,2018-01-01,1T2018,2018,2018Q1,2018-01-01,2624.0,12.666666666666666,7.8724551500639794,0.04322261252038739,0.2515866778810194,34449.0,4755125.0,114.16144018167434,152.2456330309693,,495.45,17333.99,136252.87,1.8,10334633.0,8.0,7.829232537543592,12
lisboa,2018-04-01,2T2018,2018,2018Q2,2018-04-01,2730.3333333333335,13.199999999999998,7.912178980847492,0.039723830783512604,0.21869734001231667,38730.0,5425227.0,115.8522674050557,171.16529847860434,,514.24,17848.23,136252.87,1.9,10334633.0,6.9,7.8724551500639794,13
lisboa,2018-07-01,3T2018,2018,2018Q3,2018-07-01,2912.6666666666665,13.366666666666667,7.976824320843272,0.0646453399957796,0.21792145831918397,38964.0,5512302.0,117.00477583884005,172.19944977847507,,434.61,18282.84,136252.87,2.1333333333333333,10334633.0,6.800000000000001,7.912178980847492,14
lisboa,2018-10-01,4T2018,2018,2018Q4,2018-10-01,2896.3333333333335,13.833333333333334,7.971200848171096,-0.005623472672176,0.1419683106275036,39066.0,5414883.0,114.63685212246476,172.65023367841872,2.64,498.33,18781.17,136252.87,2.233333333333334,10334633.0,6.7,7.976824320843272,15
lisboa,2019-01-01,1T2019,2019,2019Q1,2019-01-01,2964.0,14.166666666666666,7.994294986415977,0.023094138244881712,0.12183983635199791,36954.0,5261090.0,117.7466059092851,163.31635527958545,2.8666666666666667,445.76,19226.93,148342.92,2.366666666666667,10354446.0,6.9,7.971200848171096,16
lisboa,2019-04-01,2T2019,2019,2019Q2,2019-04-01,3056.3333333333335,14.066666666666668,8.024971219381792,0.030676232965814343,0.11279223853429965,36681.0,5414806.0,122.08880842455076,162.10984542973628,3.1566666666666667,415.35,19642.28,148342.92,2.466666666666667,10354446.0,6.300000000000001,7.994294986415977,17
lisboa,2019-07-01,3T2019,2019,2019Q3,2019-07-01,3138.0,13.8,8.051340933292979,0.02636971391118692,0.07451661244970698,39554.0,5800028.0,121.2757031962132,174.80692527814915,2.4133333333333336,418.47,20060.75,148342.92,2.4000000000000004,10354446.0,6.2,8.024971219381792,18
lisboa,2019-10-01,4T2019,2019,2019Q4,2019-10-01,3201.0,13.9,8.071218539969863,0.019877606676883985,0.10001769179876696,41676.0,6136268.0,121.77339389322496,184.18499817697688,2.1866666666666665,490.46,20551.21,148342.92,2.4000000000000004,10354446.0,6.800000000000001,8.051340933292979,19
lisboa,2020-01-01,1T2020,2020,2020Q1,2020-01-01,3267.3333333333335,13.866666666666667,8.091729436801383,0.020510896831520853,0.0974344503854061,36399.0,5785538.0,131.4584231641285,160.86356052989206,2.21,468.51,21019.72,150377.77,2.533333333333333,10384846.0,6.9,8.071218539969863,20
lisboa,2020-04-01,2T2020,2020,2020Q2,2020-04-01,3289.3333333333335,13.966666666666669,8.098440188981138,0.00671075217975492,0.07346896959934668,26379.0,4125502.0,129.34587844472952,116.5806715354274,2.21,274.49,21294.21,150377.77,2.2,10384846.0,5.7,8.091729436801383,21
lisboa,2020-07-01,3T2020,2020,2020Q3,2020-07-01,3240.6666666666665,13.4,8.083534348937292,-0.014905840043846652,0.032193415644313106,35596.0,5427603.0,126.10752326248976,157.31474218033566,2.08,352.27,21646.48,150377.77,2.1333333333333333,10384846.0,8.200000000000001,8.098440188981138,22
lisboa,2020-10-01,4T2020,2020,2020Q4,2020-10-01,3271.0,13.2,8.092851027538384,0.009316678601091866,0.021632487568520986,39139.0,6098441.0,128.86744612614154,172.97285352837838,2.1266666666666665,488.87,22135.35,150377.77,2.1,10384846.0,7.300000000000001,8.083534348937292,23
lisboa,2021-01-01,1T2021,2021,2021Q1,2021-01-01,3370.0,13.0,8.122668023346407,0.029816995808022995,0.030938586545023128,34614.0,5595240.0,133.69065495381548,152.97484228087814,1.9566666666666668,345.02,22480.37,164176.4,1.9,,7.2,8.092851027538384,24
lisboa,2021-04-01,2T2021,2021,2021Q2,2021-04-01,3425.3333333333335,12.800000000000002,8.138954069561665,0.01628604621525831,0.04051388058052652,41736.0,6933006.0,137.38675721914424,184.45016517694373,2.193333333333334,512.35,22992.72,164176.4,2.866666666666667,,6.9,8.122668023346407,25
lisboa,2021-07-01,3T2021,2021,2021Q3,2021-07-01,3532.3333333333335,12.699999999999998,8.169713932506726,0.030759862945060945,0.08617958356943412,43447.0,7345978.0,139.83759623515712,192.0118441259985,2.18,570.74,23563.46,164176.4,4.033333333333334,,6.300000000000001,8.138954069561665,26
lisboa,2021-10-01,4T2021,2021,2021Q4,2021-10-01,3656.6666666666665,12.699999999999998,8.204307264601166,0.034593332094440044,0.11145623706278229,45885.0,8225207.0,148.2552976019511,202.7864632246517,2.1533333333333333,700.74,24264.2,164176.4,5.300000000000001,,6.300000000000001,8.169713932506726,27
lisboa,2022-01-01,1T2022,2022,2022Q1,2022-01-01,3717.3333333333335,12.933333333333332,8.220761844332195,0.01645457973102893,0.09809382098578823,43544.0,8081797.0,153.50189341648706,192.44053077594492,2.3266666666666667,615.95,24880.15,175732.61,6.766666666666667,10764411.0,6.0,8.204307264601166,28
lisboa,2022-04-01,2T2022,2022,2022Q2,2022-04-01,3779.3333333333335,13.4,8.23730290621614,0.01654106188394522,0.09834883665447514,43607.0,8287705.0,157.1853964180325,192.71895612591013,2.98,1047.15,25927.3,175732.61,8.666666666666666,10764411.0,5.9,8.220761844332195,29
lisboa,2022-07-01,3T2022,2022,2022Q3,2022-07-01,3802.0,14.2,8.243282523048375,0.005979616832235024,0.07356859054164921,42223.0,8051492.0,157.71078703058802,186.6024373266747,3.2266666666666666,738.85,26666.15,175732.61,10.333333333333334,10764411.0,5.9,8.23730290621614,30
lisboa,2022-10-01,4T2022,2022,2022Q4,2022-10-01,3789.0,15.800000000000002,8.239857411018601,-0.0034251120297739135,0.03555014641743526,38526.0,7362219.0,158.04797371910158,170.26373067871702,3.9066666666666663,762.23,27428.38,175732.61,11.566666666666668,10764411.0,6.7,8.243282523048375,31
lisboa,2023-01-01,1T2023,2023,2023Q1,2023-01-01,3809.6666666666665,16.833333333333332,8.245296975229488,0.005439564210886871,0.0245351308972932,34493.0,6857332.0,164.42139501587408,152.440088830945,4.003333333333333,850.7,28279.08,192753.71,,11067026.0,7.2,8.239857411018601,32
lisboa,2023-04-01,2T2023,2023,2023Q2,2023-04-01,3849.6666666666665,17.633333333333336,8.255741843446978,0.010444868217490466,0.018438937230838448,33624.0,6904628.0,169.83415260390527,148.59958678142505,4.073333333333333,1030.38,29309.46,192753.71,,11067026.0,6.1000000000000005,8.245296975229488,33
lisboa,2023-07-01,3T2023,2023,2023Q3,2023-07-01,3828.3333333333335,18.833333333333332,8.250184826455088,-0.005557016991890151,0.006902303406713273,34256.0,7072380.0,170.75092220163313,151.39267918107592,3.9966666666666666,1140.31,30449.77,192753.71,,11067026.0,6.1000000000000005,8.255741843446978,34
lisboa,2023-10-01,4T2023,2023,2023Q4,2023-10-01,3866.0,19.066666666666663,8.259975659768276,0.009790833313187974,0.02011824874967516,34126.0,7174277.0,173.87088910761483,150.81815068114773,3.966666666666667,853.13,31302.9,192753.71,,11067026.0,6.6000000000000005,8.250184826455088,35
lisboa,2024-01-01,1T2024,2024,2024Q1,2024-01-01,3981.3333333333335,19.633333333333336,8.289372050550917,0.029396390782640225,0.044075075321428514,33077.0,6730533.0,168.28967248471187,146.18214763172722,3.813333333333333,664.25,31967.15,201383.75,,11295785.0,6.800000000000001,8.259975659768276,36
lisboa,2024-04-01,2T2024,2024,2024Q2,2024-04-01,4061.0,19.8,8.309184527686298,0.019812477135381812,0.05344268423931986,37125.0,7876682.0,175.47327047702692,164.072081229491,3.87,863.79,32830.94,201383.75,,11295785.0,6.2,8.289372050550917,37
lisboa,2024-07-01,3T2024,2024,2024Q3,2024-07-01,4149.0,19.9,8.330622620332868,0.021438092646569373,0.08043779387777938,40909.0,9052016.0,183.003994750677,180.7952800274006,3.673333333333334,962.02,33792.96,201383.75,,11295785.0,6.2,8.309184527686298,38
lisboa,2024-10-01,4T2024,2024,2024Q4,2024-10-01,4218.666666666667,19.933333333333337,8.347274401339325,0.016651781006457256,0.08729874157104867,45214.0,10173942.0,186.10174614443363,199.8210122750224,3.41,1048.07,34841.03,201383.75,,11295785.0,6.7,8.330622620332868,39
lisboa,2025-01-01,1T2025,2025,2025Q1,2025-01-01,4160.666666666667,20.133333333333336,8.33343059682588,-0.01384380451344569,0.04405854627496275,41358.0,9617638.0,192.3282226547581,182.77961307715256,3.4499999999999997,968.9,35809.93,213730.82,,11405627.0,6.6000000000000005,8.347274401339325,40
madeira,2015-01-01,1T2015,2015,2015Q1,2015-01-01,1163.3333333333333,5.15,7.059044726528363,,,21762.0,2662680.0,101.19388995618124,96.176070887978,,319.12,12554.79,125514.7,0.7000000000000001,10381838.0,16.5,,0
madeira,2015-04-01,2T2015,2015,2015Q2,2015-04-01,1171.0,5.0,7.065613363597717,0.006568637069354288,,20614.0,2509888.0,100.69923957118108,91.10254228861218,,297.14,12851.93,125514.7,0.8333333333333334,10381838.0,14.2,7.059044726528363,1
madeira,2015-07-01,3T2015,2015,2015Q3,2015-07-01,1224.3333333333333,4.966666666666666,7.110151757151558,0.04453839355384037,,22928.0,2697752.0,97.31280042246271,101.32914958733386,,319.68,13171.62,125514.7,1.1333333333333335,10381838.0,15.5,7.065613363597717,2
madeira,2015-10-01,4T2015,2015,2015Q4,2015-10-01,1144.3333333333333,5.0,7.042577504789582,-0.06757425236197534,,25205.0,3071762.0,100.79407005017497,111.39223723607596,,405.34,13576.96,125514.7,1.2000000000000002,10381838.0,15.3,7.110151757151558,3
madeira,2016-01-01,1T2016,2016,2016Q1,2016-01-01,1147.0,5.233333333333333,7.044905117129371,0.0023276123397888426,-0.014139609398991837,24926.0,3001077.0,99.57691524589762,110.1592106862301,,434.9,14011.86,127838.92,1.3666666666666665,10356516.0,14.9,7.042577504789582,4
madeira,2016-04-01,2T2016,2016,2016Q2,2016-04-01,1162.6666666666667,5.8,7.05847149636076,0.01356637923138937,-0.007141867236956756,26890.0,3267885.0,100.5101875107177,118.83901048514512,,401.38,14413.24,127838.92,1.3666666666666665,10356516.0,13.6,7.044905117129371,5
madeira,2016-07-01,3T2016,2016,2016Q3,2016-07-01,1167.0,5.633333333333333,7.062191632286556,0.0037201359257954536,-0.047960124865001674,26675.0,3173236.0,98.38571929954205,117.8888287352639,,331.47,14744.71,127838.92,1.2000000000000002,10356516.0,13.9,7.05847149636076,6
madeira,2016-10-01,4T2016,2016,2016Q4,2016-10-01,1153.1666666666667,5.666666666666667,7.050267060270756,-0.011924572015799662,0.007689555481174004,28999.0,3551512.0,101.2894901297318,128.15963053398005,,408.85,15153.56,127838.92,1.2000000000000002,10356516.0,11.5,7.062191632286556,7
madeira,2017-01-01,1T2017,2017,2017Q1,2017-01-01,1201.3333333333333,5.966666666666666,7.0911873300601185,0.04092026978936225,0.04628221293074741,29975.0,3800102.0,104.85042196590872,132.4730137334409,,489.78,15643.34,138586.19,1.2666666666666668,10340124.0,13.1,7.050267060270756,8
madeira,2017-04-01,2T2017,2017,2017Q2,2017-04-01,1212.6666666666667,5.7,7.100577070409958,0.009389740349839748,0.04210557404919779,31197.0,4021419.0,106.61065537213086,137.8735816327658,,370.69,16014.03,138586.19,1.3333333333333333,10340124.0,11.5,7.0911873300601185,9
madeira,2017-07-01,3T2017,2017,2017Q3,2017-07-01,1280.1666666666667,6.366666666666667,7.154745556770627,0.054168486360668844,0.09255392448407118,32722.0,4258992.0,107.64679513938984,144.61324288192336,,384.08,16398.1,138586.19,1.5,10340124.0,9.6,7.100577070409958,10
madeira,2017-10-01,4T2017,2017,2017Q4,2017-10-01,1331.0,6.933333333333334,7.193685818395112,0.03894026162448494,0.14341875812435578,35940.0,4898678.0,112.72881483438267,158.83503298014563,,440.43,16838.54,138586.19,1.7666666666666668,10340124.0,9.1,7.154745556770627,11
madeira,2018-01-01,1T2018,2018,2018Q1,2018-01-01,1321.5,7.366666666666667,7.186522734044344,-0.0071630843507684006,0.09533540398422513,34449.0,4755125.0,114.16144018167434,152.2456330309693,,495.45,17333.99,136252.87,1.8,10334633.0,9.1,7.193685818395112,12
madeira,2018-04-01,2T2018,2018,2018Q2,2018-04-01,1315.1666666666667,7.566666666666666,7.18171867929298,-0.0048040547513634735,0.08114160888302191,38730.0,5425227.0,115.8522674050557,171.16529847860434,,514.24,17848.23,136252.87,1.9,10334633.0,8.700000000000001,7.186522734044344,13
madeira,2018-07-01,3T2018,2018,2018Q3,2018-07-01,1384.6666666666667,7.633333333333333,7.233214715767948,0.05149603647496814,0.07846915899732121,38964.0,5512302.0,117.00477583884005,172.19944977847507,,434.61,18282.84,136252.87,2.1333333333333333,10334633.0,9.2,7.18171867929298,14
madeira,2018-10-01,4T2018,2018,2018Q4,2018-10-01,1295.6666666666667,8.066666666666668,7.166780642184113,-0.06643407358383513,-0.02690517621099886,39066.0,5414883.0,114.63685212246476,172.65023367841872,2.64,498.33,18781.17,136252.87,2.233333333333334,10334633.0,9.0,7.233214715767948,15
madeira,2019-01-01,1T2019,2019,2019Q1,2019-01-01,1320.8333333333333,8.0,7.186018129517426,0.019237487333312764,-0.0005046045269176958,36954.0,5261090.0,117.7466059092851,163.31635527958545,2.8666666666666667,445.76,19226.93,148342.92,2.366666666666667,10354446.0,7.5,7.166780642184113,16
madeira,2019-04-01,2T2019,2019,2019Q2,2019-04-01,1350.1666666666667,8.033333333333333,7.207983320602437,0.021965191085010716,0.026264641309456493,36681.0,5414806.0,122.08880842455076,162.10984542973628,3.1566666666666667,415.35,19642.28,148342.92,2.466666666666667,10354446.0,7.1000000000000005,7.186018129517426,17
madeira,2019-07-01,3T2019,2019,2019Q3,2019-07-01,1404.3333333333333,7.966666666666666,7.247317973310907,0.039334652708470585,0.014103257542958936,39554.0,5800028.0,121.2757031962132,174.80692527814915,2.4133333333333336,418.47,20060.75,148342.92,2.4000000000000004,10354446.0,7.4,7.207983320602437,18
madeira,2019-10-01,4T2019,2019,2019Q4,2019-10-01,1401.0,7.866666666666667,7.244941546337007,-0.002376426973900614,0.07816090415289345,41676.0,6136268.0,121.77339389322496,184.18499817697688,2.1866666666666665,490.46,20551.21,148342.92,2.4000000000000004,10354446.0,7.2,7.247317973310907,19
madeira,2020-01-01,1T2020,2020,2020Q1,2020-01-01,1431.6666666666667,7.866666666666667,7.266594545750246,0.021652999413239726,0.08057641623282041,36399.0,5785538.0,131.4584231641285,160.86356052989206,2.21,468.51,21019.72,150377.77,2.533333333333333,10384846.0,5.7,7.244941546337007,20
madeira,2020-04-01,2T2020,2020,2020Q2,2020-04-01,1446.0,7.933333333333334,7.27655640271871,0.009961856968463856,0.06857308211627355,26379.0,4125502.0,129.34587844472952,116.5806715354274,2.21,274.49,21294.21,150377.77,2.2,10384846.0,6.6000000000000005,7.266594545750246,21
madeira,2020-07-01,3T2020,2020,2020Q3,2020-07-01,1438.3333333333333,7.666666666666667,7.271240314849418,-0.005316087869291941,0.023922341538511027,35596.0,5427603.0,126.10752326248976,157.31474218033566,2.08,352.27,21646.48,150377.77,2.1333333333333333,10384846.0,8.6,7.27655640271871,22
madeira,2020-10-01,4T2020,2020,2020Q4,2020-10-01,1489.1666666666667,7.8,7.305971958365474,0.0347316435160554,0.06103041202846704,39139.0,6098441.0,128.86744612614154,172.97285352837838,2.1266666666666665,488.87,22135.35,150377.77,2.1,10384846.0,10.5,7.271240314849418,23
madeira,2021-01-01,1T2021,2021,2021Q1,2021-01-01,1548.8333333333333,8.133333333333333,7.3452572383292845,0.039285279963810815,0.07866269257903813,34614.0,5595240.0,133.69065495381548,152.97484228087814,1.9566666666666668,345.02,22480.37,164176.4,1.9,,9.3,7.305971958365474,24
madeira,2021-04-01,2T2021,2021,2021Q2,2021-04-01,1563.0,7.933333333333334,7.354362330421477,0.009105092092192457,0.07780592770276673,41736.0,6933006.0,137.38675721914424,184.45016517694373,2.193333333333334,512.35,22992.72,164176.4,2.866666666666667,,8.1,7.3452572383292845,25
madeira,2021-07-01,3T2021,2021,2021Q3,2021-07-01,1595.1666666666667,8.0,7.374733502967851,0.02037117254637444,0.10349318811843311,43447.0,7345978.0,139.83759623515712,192.0118441259985,2.18,570.74,23563.46,164176.4,4.033333333333334,,7.3,7.354362330421477,26
madeira,2021-10-01,4T2021,2021,2021Q4,2021-10-01,1655.0,8.333333333333334,7.411556287811163,0.03682278484331203,0.10558432944568974,45885.0,8225207.0,148.2552976019511,202.7864632246517,2.1533333333333333,700.74,24264.2,164176.4,5.300000000000001,,6.3,7.374733502967851,27
madeira,2022-01-01,1T2022,2022,2022Q1,2022-01-01,1692.8333333333333,9.3,7.434158932711446,0.02260264490028252,0.08890169438216144,43544.0,8081797.0,153.50189341648706,192.44053077594492,2.3266666666666667,615.95,24880.15,175732.61,6.766666666666667,10764411.0,7.0,7.411556287811163,28
madeira,2022-04-01,2T2022,2022,2022Q2,2022-04-01,1810.3333333333333,9.9,7.501266269366735,0.06710733665528945,0.14690393894525844,43607.0,8287705.0,157.1853964180325,192.71895612591013,2.98,1047.15,25927.3,175732.61,8.666666666666666,10764411.0,7.1,7.434158932711446,29
