district,quarter,period,year,quarter,date,price_sqm_sale,price_sqm_rental,log_price,price_growth_qoq,price_growth_yoy,transaction_count,transaction_value_thousands,value_index,volume_index,mortgage_rate_fixed,fdi_real_estate_transactions_meur,fdi_realestate_stock_meur_national,fdi_total_stock_meur_national,construction_cost_yoy_growth_pct_national,population_national,unemployment_rate_pct_regional,log_price_lag1,t
braganca,2024-04-01,2T2024,2024,2024Q2,2024-04-01,882.0,,6.782192056006791,0.015616390487434018,0.005685063634608412,37125.0,7876682.0,175.47327047702692,164.072081229491,3.87,863.79,32830.94,201383.75,,11295785.0,6.2,6.766575665519357,37
braganca,2024-07-01,3T2024,2024,2024Q3,2024-07-01,900.0,,6.802394763324311,0.020202707317519497,0.04701396476817621,40909.0,9052016.0,183.003994750677,180.7952800274006,3.673333333333334,962.02,33792.96,201383.75,,11295785.0,6.2,6.782192056006791,38
braganca,2024-10-01,4T2024,2024,2024Q4,2024-10-01,927.3333333333334,,6.832313083815278,0.02991832049096743,0.06343680378425898,45214.0,10173942.0,186.10174614443363,199.8210122750224,3.41,1048.07,34841.03,201383.75,,11295785.0,6.7,6.802394763324311,39
braganca,2025-01-01,1T2025,2025,2025Q1,2025-01-01,904.3333333333334,,6.807198023990822,-0.025115059824456054,0.04062235847146489,41358.0,9617638.0,192.3282226547581,182.77961307715256,3.4499999999999997,968.9,35809.93,213730.82,,11405627.0,6.6000000000000005,6.832313083815278,40
castelo-branco,2015-01-01,1T2015,2015,2015Q1,2015-01-01,738.3333333333334,3.5,6.604395393811126,,,21762.0,2662680.0,101.19388995618124,96.176070887978,,319.12,12554.79,125514.7,0.7000000000000001,10381838.0,14.2,,0
castelo-branco,2015-04-01,2T2015,2015,2015Q2,2015-04-01,733.3333333333334,3.6,6.597600350678298,-0.0067950431328283045,,20614.0,2509888.0,100.69923957118108,91.10254228861218,,297.14,12851.93,125514.7,0.8333333333333334,10381838.0,12.4,6.604395393811126,1
castelo-branco,2015-07-01,3T2015,2015,2015Q3,2015-07-01,733.3333333333334,3.4,6.597600350678298,0.0,,22928.0,2697752.0,97.31280042246271,101.32914958733386,,319.68,13171.62,125514.7,1.1333333333333335,10381838.0,12.3,6.597600350678298,2
castelo-branco,2015-10-01,4T2015,2015,2015Q4,2015-10-01,721.0,3.1,6.580639137284949,-0.01696121339334855,,25205.0,3071762.0,100.79407005017497,111.39223723607596,,405.34,13576.96,125514.7,1.2000000000000002,10381838.0,12.5,6.597600350678298,3
castelo-branco,2016-01-01,1T2016,2016,2016Q1,2016-01-01,685.0,3.1666666666666665,6.529418838262226,-0.051220299022723736,-0.07497655554890059,24926.0,3001077.0,99.57691524589762,110.1592106862301,,434.9,14011.86,127838.92,1.3666666666666665,10356516.0,12.8,6.580639137284949,4
castelo-branco,2016-04-01,2T2016,2016,2016Q2,2016-04-01,679.0,3.6,6.520621127558696,-0.008797710703529305,-0.07697922311960159,26890.0,3267885.0,100.5101875107177,118.83901048514512,,401.38,14413.24,127838.92,1.3666666666666665,10356516.0,11.2,6.529418838262226,5
castelo-branco,2016-07-01,3T2016,2016,2016Q3,2016-07-01,699.6666666666666,3.733333333333333,6.550604031152523,0.029982903593826826,-0.046996319525774766,26675.0,3173236.0,98.38571929954205,117.8888287352639,,331.47,14744.71,127838.92,1.2000000000000002,10356516.0,10.9,6.520621127558696,6
castelo-branco,2016-10-01,4T2016,2016,2016Q4,2016-10-01,683.3333333333334,3.733333333333333,6.526982783464344,-0.023621247688178748,-0.05365635382060496,28999.0,3551512.0,101.2894901297318,128.15963053398005,,408.85,15153.56,127838.92,1.2000000000000002,10356516.0,10.8,6.550604031152523,7
castelo-branco,2017-01-01,1T2017,2017,2017Q1,2017-01-01,677.6666666666666,3.9,6.518655524960237,-0.008327258504107427,-0.010763313301988653,29975.0,3800102.0,104.85042196590872,132.4730137334409,,489.78,15643.34,138586.19,1.2666666666666668,10340124.0,10.4,6.526982783464344,8
castelo-branco,2017-04-01,2T2017,2017,2017Q2,2017-04-01,681.0,3.733333333333333,6.523562306149512,0.004906781189275122,0.002941178590815774,31197.0,4021419.0,106.61065537213086,137.8735816327658,,370.69,16014.03,138586.19,1.3333333333333333,10340124.0,9.1,6.518655524960237,9
castelo-branco,2017-07-01,3T2017,2017,2017Q3,2017-07-01,679.0,3.766666666666667,6.520621127558696,-0.002941178590815774,-0.029982903593826826,32722.0,4258992.0,107.64679513938984,144.61324288192336,,384.08,16398.1,138586.19,1.5,10340124.0,8.8,6.523562306149512,10
castelo-branco,2017-10-01,4T2017,2017,2017Q4,2017-10-01,671.0,3.6333333333333337,6.508769136971682,-0.01185199058701425,-0.018213646492662328,35940.0,4898678.0,112.72881483438267,158.83503298014563,,440.43,16838.54,138586.19,1.7666666666666668,10340124.0,8.3,6.520621127558696,11
castelo-branco,2018-01-01,1T2018,2018,2018Q1,2018-01-01,673.3333333333334,3.733333333333333,6.512240501727141,0.00347136475545895,-0.006415023233095951,34449.0,4755125.0,114.16144018167434,152.2456330309693,,495.45,17333.99,136252.87,1.8,10334633.0,8.0,6.508769136971682,12
castelo-branco,2018-04-01,2T2018,2018,2018Q2,2018-04-01,659.6666666666666,3.6666666666666665,6.491734656934456,-0.02050584479268469,-0.031827649215055764,38730.0,5425227.0,115.8522674050557,171.16529847860434,,514.24,17848.23,136252.87,1.9,10334633.0,6.9,6.512240501727141,13
castelo-branco,2018-07-01,3T2018,2018,2018Q3,2018-07-01,680.6666666666666,3.966666666666667,6.523072710056501,0.03133805312204441,0.0024515824978044165,38964.0,5512302.0,117.00477583884005,172.19944977847507,,434.61,18282.84,136252.87,2.1333333333333333,10334633.0,6.800000000000001,6.491734656934456,14
castelo-branco,2018-10-01,4T2018,2018,2018Q4,2018-10-01,660.6666666666666,3.733333333333333,6.493249426221824,-0.029823283834677028,-0.015519710749858362,39066.0,5414883.0,114.63685212246476,172.65023367841872,2.64,498.33,18781.17,136252.87,2.233333333333334,10334633.0,6.7,6.523072710056501,15
castelo-branco,2019-01-01,1T2019,2019,2019Q1,2019-01-01,678.6666666666666,3.766666666666667,6.520130089002303,0.026880662780479625,0.007889587275162313,36954.0,5261090.0,117.7466059092851,163.31635527958545,2.8666666666666667,445.76,19226.93,148342.92,2.366666666666667,10354446.0,6.9,6.493249426221824,16
castelo-branco,2019-04-01,2T2019,2019,2019Q2,2019-04-01,680.0,4.066666666666666,6.522092798170152,0.0019627091678486863,0.03035814123569569,36681.0,5414806.0,122.08880842455076,162.10984542973628,3.1566666666666667,415.35,19642.28,148342.92,2.466666666666667,10354446.0,6.300000000000001,6.520130089002303,17
castelo-branco,2019-07-01,3T2019,2019,2019Q3,2019-07-01,681.3333333333334,5.066666666666666,6.524051662655485,0.0019588644853332227,0.000978952598984506,39554.0,5800028.0,121.2757031962132,174.80692527814915,2.4133333333333336,418.47,20060.75,148342.92,2.4000000000000004,10354446.0,6.2,6.522092798170152,18
castelo-branco,2019-10-01,4T2019,2019,2019Q4,2019-10-01,689.0,5.3,6.535241271013659,0.011189608358173508,0.04199184479183504,41676.0,6136268.0,121.77339389322496,184.18499817697688,2.1866666666666665,490.46,20551.21,148342.92,2.4000000000000004,10354446.0,6.800000000000001,6.524051662655485,19
castelo-branco,2020-01-01,1T2020,2020,2020Q1,2020-01-01,688.6666666666666,4.6000000000000005,6.534757361011474,-0.0004839100021847287,0.014627272009170689,36399.0,5785538.0,131.4584231641285,160.86356052989206,2.21,468.51,21019.72,150377.77,2.533333333333333,10384846.0,6.9,6.535241271013659,20
castelo-branco,2020-04-01,2T2020,2020,2020Q2,2020-04-01,688.6666666666666,4.8,6.534757361011474,0.0,0.012664562841322002,26379.0,4125502.0,129.34587844472952,116.5806715354274,2.21,274.49,21294.21,150377.77,2.2,10384846.0,5.7,6.534757361011474,21
castelo-branco,2020-07-01,3T2020,2020,2020Q3,2020-07-01,693.6666666666666,4.933333333333334,6.541991537725525,0.0072341767140509106,0.01793987507003969,35596.0,5427603.0,126.10752326248976,157.31474218033566,2.08,352.27,21646.48,150377.77,2.1333333333333333,10384846.0,8.200000000000001,6.534757361011474,22
castelo-branco,2020-10-01,4T2020,2020,2020Q4,2020-10-01,685.3333333333334,4.8,6.529905337906946,-0.012086199818578613,-0.005335933106712432,39139.0,6098441.0,128.86744612614154,172.97285352837838,2.1266666666666665,488.87,22135.35,150377.77,2.1,10384846.0,7.300000000000001,6.541991537725525,23
castelo-branco,2021-01-01,1T2021,2021,2021Q1,2021-01-01,703.6666666666666,4.8,6.556304759180211,0.026399421273264778,0.021547398168737075,34614.0,5595240.0,133.69065495381548,152.97484228087814,1.9566666666666668,345.02,22480.37,164176.4,1.9,,7.2,6.529905337906946,24
castelo-branco,2021-04-01,2T2021,2021,2021Q2,2021-04-01,713.0,4.966666666666667,6.569481420414296,0.013176661234084897,0.03472405940282197,41736.0,6933006.0,137.38675721914424,184.45016517694373,2.193333333333334,512.35,22992.72,164176.4,2.866666666666667,,6.9,6.556304759180211,25
castelo-branco,2021-07-01,3T2021,2021,2021Q3,2021-07-01,727.3333333333334,5.466666666666666,6.589384877724907,0.01990345731061094,0.047393339999382,43447.0,7345978.0,139.83759623515712,192.0118441259985,2.18,570.74,23563.46,164176.4,4.033333333333334,,6.300000000000001,6.569481420414296,26
castelo-branco,2021-10-01,4T2021,2021,2021Q4,2021-10-01,720.6666666666666,5.866666666666667,6.5801767095310435,-0.009208168193863386,0.05027137162409723,45885.0,8225207.0,148.2552976019511,202.7864632246517,2.1533333333333333,700.74,24264.2,164176.4,5.300000000000001,,6.300000000000001,6.589384877724907,27
castelo-branco,2022-01-01,1T2022,2022,2022Q1,2022-01-01,706.6666666666666,5.666666666666667,6.560559078997948,-0.019617630533095287,0.004254319817737162,43544.0,8081797.0,153.50189341648706,192.44053077594492,2.3266666666666667,615.95,24880.15,175732.61,6.766666666666667,10764411.0,6.0,6.5801767095310435,28
castelo-branco,2022-04-01,2T2022,2022,2022Q2,2022-04-01,700.6666666666666,5.433333333333334,6.552032262768787,-0.008526816229161405,-0.01744915764550914,43607.0,8287705.0,157.1853964180325,192.71895612591013,2.98,1047.15,25927.3,175732.61,8.666666666666666,10764411.0,5.9,6.560559078997948,29
castelo-branco,2022-07-01,3T2022,2022,2022Q3,2022-07-01,719.3333333333334,6.133333333333333,6.57832485714997,0.026292594381183143,-0.011060020574936935,42223.0,8051492.0,157.71078703058802,186.6024373266747,3.2266666666666666,738.85,26666.15,175732.61,10.333333333333334,10764411.0,5.9,6.552032262768787,30
castelo-branco,2022-10-01,4T2022,2022,2022Q4,2022-10-01,713.3333333333334,5.866666666666667,6.569948819347788,-0.00837603780218199,-0.010227890183255539,38526.0,7362219.0,158.04797371910158,170.26373067871702,3.9066666666666663,762.23,27428.38,175732.61,11.566666666666668,10764411.0,6.7,6.57832485714997,31
castelo-branco,2023-01-01,1T2023,2023,2023Q1,2023-01-01,744.0,6.2,6.612041034833092,0.04209221548530362,0.05148195583514337,34493.0,6857332.0,164.42139501587408,152.440088830945,4.003333333333333,850.7,28279.08,192753.71,,11067026.0,7.2,6.569948819347788,32
castelo-branco,2023-04-01,2T2023,2023,2023Q2,2023-04-01,775.0,6.366666666666667,6.652863029353347,0.0408219945202557,0.10083076658456047,33624.0,6904628.0,169.83415260390527,148.59958678142505,4.073333333333333,1030.38,29309.46,192753.71,,11067026.0,6.1000000000000005,6.612041034833092,33
castelo-branco,2023-07-01,3T2023,2023,2023Q3,2023-07-01,765.6666666666666,6.6000000000000005,6.640746914020989,-0.012116115332358568,0.06242205687101876,34256.0,7072380.0,170.75092220163313,151.39267918107592,3.9966666666666666,1140.31,30449.77,192753.71,,11067026.0,6.1000000000000005,6.652863029353347,34
castelo-branco,2023-10-01,4T2023,2023,2023Q4,2023-10-01,833.0,7.033333333333334,6.725033642166843,0.08428672814585436,0.1550848228190551,34126.0,7174277.0,173.87088910761483,150.81815068114773,3.966666666666667,853.13,31302.9,192753.71,,11067026.0,6.6000000000000005,6.640746914020989,35
castelo-branco,2024-01-01,1T2024,2024,2024Q1,2024-01-01,877.6666666666666,6.8999999999999995,6.7772668708282,0.05223322866135671,0.1652258359951082,33077.0,6730533.0,168.28967248471187,146.18214763172722,3.813333333333333,664.25,31967.15,201383.75,,11295785.0,6.800000000000001,6.725033642166843,36
castelo-branco,2024-04-01,2T2024,2024,2024Q2,2024-04-01,852.6666666666666,7.1000000000000005,6.748368693470678,-0.028898177357521426,0.09550566411733108,37125.0,7876682.0,175.47327047702692,164.072081229491,3.87,863.79,32830.94,201383.75,,11295785.0,6.2,6.7772668708282,37
castelo-branco,2024-07-01,3T2024,2024,2024Q3,2024-07-01,853.6666666666666,6.866666666666667,6.749540797531416,0.0011721040607373112,0.10879388351042696,40909.0,9052016.0,183.003994750677,180.7952800274006,3.673333333333334,962.02,33792.96,201383.75,,11295785.0,6.2,6.748368693470678,38
castelo-branco,2024-10-01,4T2024,2024,2024Q4,2024-10-01,877.3333333333334,7.133333333333333,6.776887003777098,0.027346206245682403,0.051853361610255,45214.0,10173942.0,186.10174614443363,199.8210122750224,3.41,1048.07,34841.03,201383.75,,11295785.0,6.7,6.749540797531416,39
castelo-branco,2025-01-01,1T2025,2025,2025Q1,2025-01-01,907.0,7.266666666666667,6.810142450115136,0.03325544633803812,0.03287557928693641,41358.0,9617638.0,192.3282226547581,182.77961307715256,3.4499999999999997,968.9,35809.93,213730.82,,11405627.0,6.6000000000000005,6.776887003777098,40
coimbra,2015-01-01,1T2015,2015,2015Q1,2015-01-01,941.3333333333334,4.5,6.847297309945023,,,21762.0,2662680.0,101.19388995618124,96.176070887978,,319.12,12554.79,125514.7,0.7000000000000001,10381838.0,14.2,,0
coimbra,2015-04-01,2T2015,2015,2015Q2,2015-04-01,983.6666666666666,4.433333333333334,6.89128708627483,0.043989776329807384,,20614.0,2509888.0,100.69923957118108,91.10254228861218,,297.14,12851.93,125514.7,0.8333333333333334,10381838.0,12.4,6.847297309945023,1
coimbra,2015-07-01,3T2015,2015,2015Q3,2015-07-01,1059.6666666666667,4.466666666666667,6.965709672242693,0.07442258596786289,,22928.0,2697752.0,97.31280042246271,101.32914958733386,,319.68,13171.62,125514.7,1.1333333333333335,10381838.0,12.3,6.89128708627483,2
coimbra,2015-10-01,4T2015,2015,2015Q4,2015-10-01,1116.0,4.533333333333333,7.017506142941256,0.05179647069856319,,25205.0,3071762.0,100.79407005017497,111.39223723607596,,405.34,13576.96,125514.7,1.2000000000000002,10381838.0,12.5,6.965709672242693,3
coimbra,2016-01-01,1T2016,2016,2016Q1,2016-01-01,1072.0,4.566666666666666,6.977281341630747,-0.04022480131050887,0.1299840316857246,24926.0,3001077.0,99.57691524589762,110.1592106862301,,434.9,14011.86,127838.92,1.3666666666666665,10356516.0,12.8,7.017506142941256,4
coimbra,2016-04-01,2T2016,2016,2016Q2,2016-04-01,1061.6666666666667,4.5,6.967595279338154,-0.009686062292593611,0.07630819306332359,26890.0,3267885.0,100.5101875107177,118.83901048514512,,401.38,14413.24,127838.92,1.3666666666666665,10356516.0,11.2,6.977281341630747,5
coimbra,2016-07-01,3T2016,2016,2016Q3,2016-07-01,1049.6666666666667,4.833333333333333,6.956227932432915,-0.011367346905238662,-0.009481739809777956,26675.0,3173236.0,98.38571929954205,117.8888287352639,,331.47,14744.71,127838.92,1.2000000000000002,10356516.0,10.9,6.967595279338154,6
coimbra,2016-10-01,4T2016,2016,2016Q4,2016-10-01,1009.6666666666666,5.233333333333333,6.917375522359127,-0.0388524100737877,-0.10013062058212885,28999.0,3551512.0,101.2894901297318,128.15963053398005,,408.85,15153.56,127838.92,1.2000000000000002,10356516.0,10.8,6.956227932432915,7
coimbra,2017-01-01,1T2017,2017,2017Q1,2017-01-01,984.3333333333334,5.3,6.891964593075813,-0.025410929283314232,-0.08531674855493421,29975.0,3800102.0,104.85042196590872,132.4730137334409,,489.78,15643.34,138586.19,1.2666666666666668,10340124.0,10.4,6.917375522359127,8
coimbra,2017-04-01,2T2017,2017,2017Q2,2017-04-01,980.6666666666666,5.2,6.888232612493273,-0.0037319805825397623,-0.07936266684488036,31197.0,4021419.0,106.61065537213086,137.8735816327658,,370.69,16014.03,138586.19,1.3333333333333333,10340124.0,9.1,6.891964593075813,9
coimbra,2017-07-01,3T2017,2017,2017Q3,2017-07-01,995.0,5.066666666666666,6.902742737158593,0.014510124665319424,-0.05348519527432227,32722.0,4258992.0,107.64679513938984,144.61324288192336,,384.08,16398.1,138586.19,1.5,10340124.0,8.8,6.888232612493273,10
coimbra,2017-10-01,4T2017,2017,2017Q4,2017-10-01,1003.6666666666666,5.133333333333333,6.911415239813624,0.008672502655031167,-0.005960282545503404,35940.0,4898678.0,112.72881483438267,158.83503298014563,,440.43,16838.54,138586.19,1.7666666666666668,10340124.0,8.3,6.902742737158593,11
coimbra,2018-01-01,1T2018,2018,2018Q1,2018-01-01,1006.3333333333334,5.233333333333333,6.914068641038729,0.0026534012251051564,0.022104047962915985,34449.0,4755125.0,114.16144018167434,152.2456330309693,,495.45,17333.99,136252.87,1.8,10334633.0,8.0,6.911415239813624,12
coimbra,2018-04-01,2T2018,2018,2018Q2,2018-04-01,989.0,5.3999999999999995,6.8966943316227125,-0.017374309416016587,0.00846171912943916,38730.0,5425227.0,115.8522674050557,171.16529847860434,,514.24,17848.23,136252.87,1.9,10334633.0,6.9,6.914068641038729,13
coimbra,2018-07-01,3T2018,2018,2018Q3,2018-07-01,1020.6666666666666,5.633333333333333,6.928211287549519,0.03151695592680692,0.02546855039092666,38964.0,5512302.0,117.00477583884005,172.19944977847507,,434.61,18282.84,136252.87,2.1333333333333333,10334633.0,6.800000000000001,6.8966943316227125,14
coimbra,2018-10-01,4T2018,2018,2018Q4,2018-10-01,982.3333333333334,5.666666666666667,6.8899306940695855,-0.038280593479933955,-0.021484545744038464,39066.0,5414883.0,114.63685212246476,172.65023367841872,2.64,498.33,18781.17,136252.87,2.233333333333334,10334633.0,6.7,6.928211287549519,15
coimbra,2019-01-01,1T2019,2019,2019Q1,2019-01-01,1005.0,5.7,6.912742820493176,0.02281212642359076,-0.0013258205455528582,36954.0,5261090.0,117.7466059092851,163.31635527958545,2.8666666666666667,445.76,19226.93,148342.92,2.366666666666667,10354446.0,6.9,6.8899306940695855,16
coimbra,2019-04-01,2T2019,2019,2019Q2,2019-04-01,1019.6666666666666,5.8999999999999995,6.927231055482793,0.014488234989617155,0.030536723860080883,36681.0,5414806.0,122.08880842455076,162.10984542973628,3.1566666666666667,415.35,19642.28,148342.92,2.466666666666667,10354446.0,6.300000000000001,6.912742820493176,17
coimbra,2019-07-01,3T2019,2019,2019Q3,2019-07-01,1043.6666666666667,5.833333333333333,6.950495432658296,0.02326437717550256,0.02228414510877652,39554.0,5800028.0,121.2757031962132,174.80692527814915,2.4133333333333336,418.47,20060.75,148342.92,2.4000000000000004,10354446.0,6.2,6.927231055482793,18
coimbra,2019-10-01,4T2019,2019,2019Q4,2019-10-01,1062.0,5.8999999999999995,6.967909201801884,0.017413769143588276,0.07797850773229875,41676.0,6136268.0,121.77339389322496,184.18499817697688,2.1866666666666665,490.46,20551.21,148342.92,2.4000000000000004,10354446.0,6.800000000000001,6.950495432658296,19
coimbra,2020-01-01,1T2020,2020,2020Q1,2020-01-01,1089.6666666666667,6.5,6.993627118056101,0.02571791625421671,0.0808842975629247,36399.0,5785538.0,131.4584231641285,160.86356052989206,2.21,468.51,21019.72,150377.77,2.533333333333333,10384846.0,6.9,6.967909201801884,20
coimbra,2020-04-01,2T2020,2020,2020Q2,2020-04-01,1109.6666666666667,6.7,7.011814948906915,0.018187830850814102,0.08458389342412165,26379.0,4125502.0,129.34587844472952,116.5806715354274,2.21,274.49,21294.21,150377.77,2.2,10384846.0,5.7,6.993627118056101,21
coimbra,2020-07-01,3T2020,2020,2020Q3,2020-07-01,1144.6666666666667,6.533333333333334,7.042868752789311,0.031053803882396203,0.09237332013101529,35596.0,5427603.0,126.10752326248976,157.31474218033566,2.08,352.27,21646.48,150377.77,2.1333333333333333,10384846.0,8.200000000000001,7.011814948906915,22
coimbra,2020-10-01,4T2020,2020,2020Q4,2020-10-01,1181.0,6.599999999999999,7.074116816197362,0.031248063408050974,0.10620761439547799,39139.0,6098441.0,128.86744612614154,172.97285352837838,2.1266666666666665,488.87,22135.35,150377.77,2.1,10384846.0,7.300000000000001,7.042868752789311,23
coimbra,2021-01-01,1T2021,2021,2021Q1,2021-01-01,1197.6666666666667,6.766666666666667,7.088130498445409,0.014013682248046777,0.09450338038930806,34614.0,5595240.0,133.69065495381548,152.97484228087814,1.9566666666666668,345.02,22480.37,164176.4,1.9,,7.2,7.074116816197362,24
coimbra,2021-04-01,2T2021,2021,2021Q2,2021-04-01,1200.3333333333333,7.0,7.090354574980766,0.0022240765353567227,0.07853962607385068,41736.0,6933006.0,137.38675721914424,184.45016517694373,2.193333333333334,512.35,22992.72,164176.4,2.866666666666667,,6.9,7.088130498445409,25
coimbra,2021-07-01,3T2021,2021,2021Q3,2021-07-01,1185.3333333333333,7.033333333333334,7.077779307965685,-0.012575267015080271,0.0349105551763742,43447.0,7345978.0,139.83759623515712,192.0118441259985,2.18,570.74,23563.46,164176.4,4.033333333333334,,6.300000000000001,7.090354574980766,26
coimbra,2021-10-01,4T2021,2021,2021Q4,2021-10-01,1189.3333333333333,6.8999999999999995,7.08114820503179,0.003368897066104992,0.0070313888344282205,45885.0,8225207.0,148.2552976019511,202.7864632246517,2.1533333333333333,700.74,24264.2,164176.4,5.300000000000001,,6.300000000000001,7.077779307965685,27
coimbra,2022-01-01,1T2022,2022,2022Q1,2022-01-01,1202.3333333333333,7.266666666666667,7.0920193922354295,0.01087118720363911,0.0038888937900205534,43544.0,8081797.0,153.50189341648706,192.44053077594492,2.3266666666666667,615.95,24880.15,175732.61,6.766666666666667,10764411.0,6.0,7.08114820503179,28
coimbra,2022-04-01,2T2022,2022,2022Q2,2022-04-01,1205.0,7.2,7.094234845924755,0.0022154536893257415,0.003880270943989572,43607.0,8287705.0,157.1853964180325,192.71895612591013,2.98,1047.15,25927.3,175732.61,8.666666666666666,10764411.0,5.9,7.0920193922354295,29
coimbra,2022-07-01,3T2022,2022,2022Q3,2022-07-01,1205.6666666666667,7.466666666666666,7.094787943283988,0.0005530973592327015,0.017008635318302545,42223.0,8051492.0,157.71078703058802,186.6024373266747,3.2266666666666666,738.85,26666.15,175732.61,10.333333333333334,10764411.0,5.9,7.094234845924755,30
coimbra,2022-10-01,4T2022,2022,2022Q4,2022-10-01,1285.6666666666667,7.8,7.159032669540118,0.06424472625613031,0.07788446450832787,38526.0,7362219.0,158.04797371910158,170.26373067871702,3.9066666666666663,762.23,27428.38,175732.61,11.566666666666668,10764411.0,6.7,7.094787943283988,31
coimbra,2023-01-01,1T2023,2023,2023Q1,2023-01-01,1293.0,7.833333333333333,7.164720378771857,0.005687709231739113,0.07270098653642787,34493.0,6857332.0,164.42139501587408,152.440088830945,4.003333333333333,850.7,28279.08,192753.71,,11067026.0,7.2,7.159032669540118,32
coimbra,2023-04-01,2T2023,2023,2023Q2,2023-04-01,1381.3333333333333,8.799999999999999,7.230804495271209,0.06608411649935153,0.13656964934645366,33624.0,6904628.0,169.83415260390527,148.59958678142505,4.073333333333333,1030.38,29309.46,192753.71,,11067026.0,6.1000000000000005,7.164720378771857,33
coimbra,2023-07-01,3T2023,2023,2023Q3,2023-07-01,1378.3333333333333,9.566666666666666,7.228630318789682,-0.00217417648152729,0.13384237550569367,34256.0,7072380.0,170.75092220163313,151.39267918107592,3.9966666666666666,1140.31,30449.77,192753.71,,11067026.0,6.1000000000000005,7.230804495271209,34
coimbra,2023-10-01,4T2023,2023,2023Q4,2023-10-01,1375.3333333333333,9.5,7.226451404963087,-0.0021789138265946306,0.06741873542296872,34126.0,7174277.0,173.87088910761483,150.81815068114773,3.966666666666667,853.13,31302.9,192753.71,,11067026.0,6.6000000000000005,7.228630318789682,35
coimbra,2024-01-01,1T2024,2024,2024Q1,2024-01-01,1404.6666666666667,10.1,7.247555305696025,0.021103900732938108,0.08283492692416772,33077.0,6730533.0,168.28967248471187,146.18214763172722,3.813333333333333,664.25,31967.15,201383.75,,11295785.0,6.800000000000001,7.226451404963087,36
coimbra,2024-04-01,2T2024,2024,2024Q2,2024-04-01,1394.3333333333333,10.5,7.240171682774089,-0.007383622921936173,0.009367187502880014,37125.0,7876682.0,175.47327047702692,164.072081229491,3.87,863.79,32830.94,201383.75,,11295785.0,6.2,7.247555305696025,37
coimbra,2024-07-01,3T2024,2024,2024Q3,2024-07-01,1438.6666666666667,10.633333333333333,7.271472037709915,0.03130035493582639,0.042841718920233696,40909.0,9052016.0,183.003994750677,180.7952800274006,3.673333333333334,962.02,33792.96,201383.75,,11295785.0,6.2,7.240171682774089,38
coimbra,2024-10-01,4T2024,2024,2024Q4,2024-10-01,1494.0,10.433333333333334,7.309212365692763,0.03774032798284743,0.08276096072967576,45214.0,10173942.0,186.10174614443363,199.8210122750224,3.41,1048.07,34841.03,201383.75,,11295785.0,6.7,7.271472037709915,39
coimbra,2025-01-01,1T2025,2025,2025Q1,2025-01-01,1487.0,10.466666666666669,7.304515946460155,-0.004696419232607774,0.05696064076412988,41358.0,9617638.0,192.3282226547581,182.77961307715256,3.4499999999999997,968.9,35809.93,213730.82,,11405627.0,6.6000000000000005,7.309212365692763,40
evora,2015-01-01,1T2015,2015,2015Q1,2015-01-01,844.0,,6.738152494595957,,,21762.0,2662680.0,101.19388995618124,96.176070887978,,319.12,12554.79,125514.7,0.7000000000000001,10381838.0,14.2,,0
evora,2015-04-01,2T2015,2015,2015Q2,2015-04-01,822.3333333333334,,6.712145827861247,-0.02600666673471075,,20614.0,2509888.0,100.69923957118108,91.10254228861218,,297.14,12851.93,125514.7,0.8333333333333334,10381838.0,12.4,6.738152494595957,1
evora,2015-07-01,3T2015,2015,2015Q3,2015-07-01,840.0,5.066666666666666,6.733401891837359,0.02125606397611257,,22928.0,2697752.0,97.31280042246271,101.32914958733386,,319.68,13171.62,125514.7,1.1333333333333335,10381838.0,12.3,6.712145827861247,2
evora,2015-10-01,4T2015,2015,2015Q4,2015-10-01,885.0,5.6000000000000005,6.785587645007929,0.05218575317057006,,25205.0,3071762.0,100.79407005017497,111.39223723607596,,405.34,13576.96,125514.7,1.2000000000000002,10381838.0,12.5,6.733401891837359,3
evora,2016-01-01,1T2016,2016,2016Q1,2016-01-01,909.3333333333334,5.3999999999999995,6.812711730295243,0.027124085287313804,0.07455923569928569,24926.0,3001077.0,99.57691524589762,110.1592106862301,,434.9,14011.86,127838.92,1.3666666666666665,10356516.0,12.8,6.785587645007929,4
evora,2016-04-01,2T2016,2016,2016Q2,2016-04-01,887.0,4.7,6.787844982309579,-0.024866747985663906,0.07569915444833253,26890.0,3267885.0,100.5101875107177,118.83901048514512,,401.38,14413.24,127838.92,1.3666666666666665,10356516.0,11.2,6.812711730295243,5
evora,2016-07-01,3T2016,2016,2016Q3,2016-07-01,884.3333333333334,4.5,6.78483406546963,-0.0030109168399494735,0.051432173632270484,26675.0,3173236.0,98.38571929954205,117.8888287352639,,331.47,14744.71,127838.92,1.2000000000000002,10356516.0,10.9,6.787844982309579,6
evora,2016-10-01,4T2016,2016,2016Q4,2016-10-01,891.6666666666666,4.966666666666667,6.793092370661997,0.008258305192367033,0.007504725654067457,28999.0,3551512.0,101.2894901297318,128.15963053398005,,408.85,15153.56,127838.92,1.2000000000000002,10356516.0,10.8,6.78483406546963,7
evora,2017-01-01,1T2017,2017,2017Q1,2017-01-01,908.3333333333334,5.033333333333333,6.8116114184292345,0.018519047767237673,-0.0011003118660086741,29975.0,3800102.0,104.85042196590872,132.4730137334409,,489.78,15643.34,138586.19,1.2666666666666668,10340124.0,10.4,6.793092370661997,8
