param,coef,std_err,t_stat,p_value
Intercept,0.14927760398205175,0.0640026065158094,2.3323675723297055,0.019935901636388476
log_price_lag1,-0.024508770154962525,0.009306735750049127,-2.633444293809798,0.008620420287465125
volume_index,0.00013815098963352473,4.390103294715565e-05,3.1468733275551672,0.0017132339896428483
fdi_real_estate_transactions_meur,2.8838357061345545e-05,7.463561035541852e-06,3.863887080713327,0.00012090588576052497
