date,region,sex,unemployment_rate_pct,year,quarter
2019-10-01,Regiao Autonoma dos Acores,MF,7.5,2019,4
2020-01-01,Regiao Autonoma dos Acores,F,,2020,1
2020-01-01,Regiao Autonoma dos Acores,M,,2020,1
2020-01-01,Regiao Autonoma dos Acores,MF,7.1000000000000005,2020,1
2020-04-01,Regiao Autonoma dos Acores,F,,2020,2
2020-04-01,Regiao Autonoma dos Acores,M,,2020,2
2020-04-01,Regiao Autonoma dos Acores,MF,4.7,2020,2
2020-07-01,Regiao Autonoma dos Acores,F,,2020,3
2020-07-01,Regiao Autonoma dos Acores,M,,2020,3
2020-07-01,Regiao Autonoma dos Acores,MF,6.6000000000000005,2020,3
2020-10-01,Regiao Autonoma dos Acores,F,,2020,4
2020-10-01,Regiao Autonoma dos Acores,M,,2020,4
2020-10-01,Regiao Autonoma dos Acores,MF,5.4,2020,4
2021-01-01,Regiao Autonoma dos Acores,F,7.3,2021,1
2021-01-01,Regiao Autonoma dos Acores,M,5.8,2021,1
2021-01-01,Regiao Autonoma dos Acores,MF,6.5,2021,1
2021-04-01,Regiao Autonoma dos Acores,F,8.7,2021,2
2021-04-01,Regiao Autonoma dos Acores,M,5.0,2021,2
2021-04-01,Regiao Autonoma dos Acores,MF,6.7,2021,2
2021-07-01,Regiao Autonoma dos Acores,F,8.3,2021,3
2021-07-01,Regiao Autonoma dos Acores,M,5.3,2021,3
2021-07-01,Regiao Autonoma dos Acores,MF,6.7,2021,3
2021-10-01,Regiao Autonoma dos Acores,F,8.0,2021,4
2021-10-01,Regiao Autonoma dos Acores,M,8.1,2021,4
2021-10-01,Regiao Autonoma dos Acores,MF,8.1,2021,4
2022-01-01,Regiao Autonoma dos Acores,F,6.6,2022,1
2022-01-01,Regiao Autonoma dos Acores,M,6.5,2022,1
2022-01-01,Regiao Autonoma dos Acores,MF,6.5,2022,1
2022-04-01,Regiao Autonoma dos Acores,F,6.6,2022,2
2022-04-01,Regiao Autonoma dos Acores,M,5.8,2022,2
2022-04-01,Regiao Autonoma dos Acores,MF,6.2,2022,2
2022-07-01,Regiao Autonoma dos Acores,F,6.6,2022,3
2022-07-01,Regiao Autonoma dos Acores,M,5.7,2022,3
2022-07-01,Regiao Autonoma dos Acores,MF,6.1,2022,3
2022-10-01,Regiao Autonoma dos Acores,F,6.1,2022,4
2022-10-01,Regiao Autonoma dos Acores,M,5.1,2022,4
2022-10-01,Regiao Autonoma dos Acores,MF,5.6,2022,4
2023-01-01,Regiao Autonoma dos Acores,F,6.4,2023,1
2023-01-01,Regiao Autonoma dos Acores,M,6.1,2023,1
2023-01-01,Regiao Autonoma dos Acores,MF,6.3,2023,1
2023-04-01,Regiao Autonoma dos Acores,F,7.5,2023,2
2023-04-01,Regiao Autonoma dos Acores,M,6.0,2023,2
2023-04-01,Regiao Autonoma dos Acores,MF,6.7,2023,2
2023-07-01,Regiao Autonoma dos Acores,F,7.0,2023,3
2023-07-01,Regiao Autonoma dos Acores,M,5.1,2023,3
2023-07-01,Regiao Autonoma dos Acores,MF,6.0,2023,3
2023-10-01,Regiao Autonoma dos Acores,F,7.2,2023,4
2023-10-01,Regiao Autonoma dos Acores,M,6.7,2023,4
2023-10-01,Regiao Autonoma dos Acores,MF,6.9,2023,4
2024-01-01,Regiao Autonoma dos Acores,F,7.0,2024,1
2024-01-01,Regiao Autonoma dos Acores,M,6.5,2024,1
2024-01-01,Regiao Autonoma dos Acores,MF,6.7,2024,1
2024-04-01,Regiao Autonoma dos Acores,F,6.5,2024,2
2024-04-01,Regiao Autonoma dos Acores,M,4.5,2024,2
2024-04-01,Regiao Autonoma dos Acores,MF,5.5,2024,2
2024-07-01,Regiao Autonoma dos Acores,F,5.9,2024,3
2024-07-01,Regiao Autonoma dos Acores,M,4.0,2024,3
2024-07-01,Regiao Autonoma dos Acores,MF,4.9,2024,3
2024-10-01,Regiao Autonoma dos Acores,F,6.2,2024,4
2024-10-01,Regiao Autonoma dos Acores,M,4.7,2024,4
2024-10-01,Regiao Autonoma dos Acores,MF,5.4,2024,4
2025-01-01,Regiao Autonoma dos Acores,F,5.6,2025,1
2025-01-01,Regiao Autonoma dos Acores,M,5.8,2025,1
2025-01-01,Regiao Autonoma dos Acores,MF,5.7,2025,1
2025-04-01,Regiao Autonoma dos Acores,F,,2025,2
2025-04-01,Regiao Autonoma dos Acores,M,4.0,2025,2
2025-04-01,Regiao Autonoma dos Acores,MF,3.9,2025,2
2025-07-01,Regiao Autonoma dos Acores,F,4.3,2025,3
2025-07-01,Regiao Autonoma dos Acores,M,5.2,2025,3
2025-07-01,Regiao Autonoma dos Acores,MF,4.8,2025,3
2025-10-01,Regiao Autonoma dos Acores,F,4.3,2025,4
2025-10-01,Regiao Autonoma dos Acores,M,5.8,2025,4
2025-10-01,Regiao Autonoma dos Acores,MF,5.1,2025,4
2026-01-01,Regiao Autonoma dos Acores,F,4.0,2026,1
2026-01-01,Regiao Autonoma dos Acores,M,6.8,2026,1
2026-01-01,Regiao Autonoma dos Acores,MF,5.4,2026,1
2026-04-01,Regiao Autonoma dos Acores,F,5.3,2026,2
2026-04-01,Regiao Autonoma dos Acores,M,4.8,2026,2
2026-04-01,Regiao Autonoma dos Acores,MF,5.0,2026,2
