geo_level,region,year,population
Município,Terras de Bouro,2009,7494
Município,Terras de Bouro,2010,7353
Município,Terras de Bouro,2011,7193
Município,Terras de Bouro,2012,7053
Município,Terras de Bouro,2013,6945
Município,Terras de Bouro,2014,6847
Município,Terras de Bouro,2015,6758
Município,Terras de Bouro,2016,6674
Município,Terras de Bouro,2017,6597
Município,Terras de Bouro,2018,6517
Município,Terras de Bouro,2019,6445
Município,Terras de Bouro,2020,6410
Município,Terras de Bouro,2022,6355
Município,Terras de Bouro,2023,6358
Município,Terras de Bouro,2024,6354
Município,Terras de Bouro,2025,6358
Município,Vila Verde,1982,45013
Município,Vila Verde,1983,45401
Município,Vila Verde,1984,45743
Município,Vila Verde,1985,45997
Município,Vila Verde,1986,46030
Município,Vila Verde,1987,45849
Município,Vila Verde,1988,45554
Município,Vila Verde,1989,45222
Município,Vila Verde,1990,44811
Município,Vila Verde,1991,44500
Município,Vila Verde,1992,44411
Município,Vila Verde,1993,44472
Município,Vila Verde,1994,44609
Município,Vila Verde,1995,44752
Município,Vila Verde,1996,44937
Município,Vila Verde,1997,45159
Município,Vila Verde,1998,45445
Município,Vila Verde,1999,45813
Município,Vila Verde,2000,46237
Município,Vila Verde,2001,46665
Município,Vila Verde,2002,47023
Município,Vila Verde,2003,47288
Município,Vila Verde,2004,47465
Município,Vila Verde,2005,47619
Município,Vila Verde,2006,47786
Município,Vila Verde,2007,47924
Município,Vila Verde,2008,47978
Município,Vila Verde,2009,48017
Município,Vila Verde,2010,48014
Município,Vila Verde,2011,47892
Município,Vila Verde,2012,47632
Município,Vila Verde,2013,47248
Município,Vila Verde,2014,46828
Município,Vila Verde,2015,46484
Município,Vila Verde,2016,46249
Município,Vila Verde,2017,46072
Município,Vila Verde,2018,45960
Município,Vila Verde,2019,45962
Município,Vila Verde,2020,46316
Município,Vila Verde,2022,46321
Município,Vila Verde,2023,47497
Município,Vila Verde,2024,48622
Município,Vila Verde,2025,49390
NUTS III,Ave,1982,373205
NUTS III,Ave,1983,376960
NUTS III,Ave,1984,380467
NUTS III,Ave,1985,383441
NUTS III,Ave,1986,385160
NUTS III,Ave,1987,386108
NUTS III,Ave,1988,386776
NUTS III,Ave,1989,387137
NUTS III,Ave,1990,386965
NUTS III,Ave,1991,0
NUTS III,Ave,1992,0
NUTS III,Ave,1993,0
NUTS III,Ave,1994,0
NUTS III,Ave,1995,0
NUTS III,Ave,1996,0
NUTS III,Ave,1997,0
NUTS III,Ave,1998,0
NUTS III,Ave,1999,419759
NUTS III,Ave,2000,423473
NUTS III,Ave,2001,426495
NUTS III,Ave,2002,428177
NUTS III,Ave,2003,429088
NUTS III,Ave,2004,429594
NUTS III,Ave,2005,429828
NUTS III,Ave,2006,429904
NUTS III,Ave,2007,429864
NUTS III,Ave,2008,429178
NUTS III,Ave,2009,428032
NUTS III,Ave,2010,426598
NUTS III,Ave,2011,425498
NUTS III,Ave,2012,424205
NUTS III,Ave,2013,422029
NUTS III,Ave,2014,419801
NUTS III,Ave,2015,418128
NUTS III,Ave,2016,417290
NUTS III,Ave,2017,416896
NUTS III,Ave,2018,416901
NUTS III,Ave,2019,417603
NUTS III,Ave,2020,419152
NUTS III,Ave,2022,423311
NUTS III,Ave,2023,430979
NUTS III,Ave,2024,436525
NUTS III,Ave,2025,439969
Município,Cabeceiras de Basto,1982,19262
Município,Cabeceiras de Basto,1983,19310
Município,Cabeceiras de Basto,1984,19308
Município,Cabeceiras de Basto,1985,19245
Município,Cabeceiras de Basto,1986,19000
Município,Cabeceiras de Basto,1987,18585
Município,Cabeceiras de Basto,1988,18084
Município,Cabeceiras de Basto,1989,17535
Município,Cabeceiras de Basto,1990,16939
Município,Cabeceiras de Basto,1991,16616
Município,Cabeceiras de Basto,1992,16648
Município,Cabeceiras de Basto,1993,16788
Município,Cabeceiras de Basto,1994,16944
Município,Cabeceiras de Basto,1995,17110
Município,Cabeceiras de Basto,1996,17281
Município,Cabeceiras de Basto,1997,17425
Município,Cabeceiras de Basto,1998,17542
Município,Cabeceiras de Basto,1999,17654
Município,Cabeceiras de Basto,2000,17767
Município,Cabeceiras de Basto,2001,17800
Município,Cabeceiras de Basto,2002,17746
Município,Cabeceiras de Basto,2003,17665
Município,Cabeceiras de Basto,2004,17556
Município,Cabeceiras de Basto,2005,17452
Município,Cabeceiras de Basto,2006,17362
Município,Cabeceiras de Basto,2007,17272
Município,Cabeceiras de Basto,2008,17162
Município,Cabeceiras de Basto,2009,17006
Município,Cabeceiras de Basto,2010,16828
Município,Cabeceiras de Basto,2011,16661
Município,Cabeceiras de Basto,2012,16503
Município,Cabeceiras de Basto,2013,16325
Município,Cabeceiras de Basto,2014,16147
Município,Cabeceiras de Basto,2015,16028
Município,Cabeceiras de Basto,2016,15916
Município,Cabeceiras de Basto,2017,15785
Município,Cabeceiras de Basto,2018,15683
Município,Cabeceiras de Basto,2019,15627
Município,Cabeceiras de Basto,2020,15627
Município,Cabeceiras de Basto,2022,15245
Município,Cabeceiras de Basto,2023,15340
Município,Cabeceiras de Basto,2024,15424
Município,Cabeceiras de Basto,2025,15478
Município,Fafe,1982,46378
Município,Fafe,1983,46772
Município,Fafe,1984,47182
Município,Fafe,1985,47514
Município,Fafe,1986,47738
Município,Fafe,1987,47919
Município,Fafe,1988,48112
Município,Fafe,1989,48270
Município,Fafe,1990,48330
Município,Fafe,1991,48468
Município,Fafe,1992,48770
Município,Fafe,1993,49164
Município,Fafe,1994,49628
Município,Fafe,1995,50106
Município,Fafe,1996,50578
Município,Fafe,1997,51069
Município,Fafe,1998,51554
Município,Fafe,1999,51997
Município,Fafe,2000,52420
Município,Fafe,2001,52688
Município,Fafe,2002,52729
Município,Fafe,2003,52645
Município,Fafe,2004,52500
Município,Fafe,2005,52344
Município,Fafe,2006,52164
Município,Fafe,2007,51920
Município,Fafe,2008,51574
Município,Fafe,2009,51236
Município,Fafe,2010,50890
Município,Fafe,2011,50605
Município,Fafe,2012,50336
Município,Fafe,2013,49955
Município,Fafe,2014,49551
Município,Fafe,2015,49219
Município,Fafe,2016,49015
Município,Fafe,2017,48850
Município,Fafe,2018,48677
Município,Fafe,2019,48582
Município,Fafe,2020,48626
Município,Fafe,2022,48520
Município,Fafe,2023,49243
Município,Fafe,2024,49802
Município,Fafe,2025,50199
Município,Guimarães,1982,149674
Município,Guimarães,1983,151496
Município,Guimarães,1984,153195
Município,Guimarães,1985,154692
Município,Guimarães,1986,155821
Município,Guimarães,1987,156714
Município,Guimarães,1988,157484
Município,Guimarães,1989,158164
Município,Guimarães,1990,158731
Município,Guimarães,1991,158679
Município,Guimarães,1992,158990
Município,Guimarães,1993,160165
Município,Guimarães,1994,161170
Município,Guimarães,1995,162090
Município,Guimarães,1996,163040
Município,Guimarães,1997,164020
Município,Guimarães,1998,160447
Município,Guimarães,1999,157059
Município,Guimarães,2000,158478
Município,Guimarães,2001,159568
Município,Guimarães,2002,160061
Município,Guimarães,2003,160276
Município,Guimarães,2004,160372
Município,Guimarães,2005,160299
Município,Guimarães,2006,160182
Município,Guimarães,2007,160089
Município,Guimarães,2008,159766
Município,Guimarães,2009,159266
Município,Guimarães,2010,158611
Município,Guimarães,2011,158212
Município,Guimarães,2012,157913
Município,Guimarães,2013,157300
Município,Guimarães,2014,156671
Município,Guimarães,2015,156222
Município,Guimarães,2016,156126
Município,Guimarães,2017,156245
Município,Guimarães,2018,156462
Município,Guimarães,2019,156825
Município,Guimarães,2020,157190
Município,Guimarães,2022,159619
Município,Guimarães,2023,162533
Município,Guimarães,2024,164365
Município,Guimarães,2025,165235
Município,Mondim de Basto,1982,10121
Município,Mondim de Basto,1983,10208
Município,Mondim de Basto,1984,10272
Município,Mondim de Basto,1985,10313
Município,Mondim de Basto,1986,10273
Município,Mondim de Basto,1987,10166
Município,Mondim de Basto,1988,10048
Município,Mondim de Basto,1989,9921
Município,Mondim de Basto,1990,9750
Município,Mondim de Basto,1991,9568
Município,Mondim de Basto,1992,9415
Município,Mondim de Basto,1993,9280
Município,Mondim de Basto,1994,9155
Município,Mondim de Basto,1995,9057
Município,Mondim de Basto,1996,8972
Município,Mondim de Basto,1997,8880
Município,Mondim de Basto,1998,8782
Município,Mondim de Basto,1999,8695
Município,Mondim de Basto,2000,8610
Município,Mondim de Basto,2001,8541
Município,Mondim de Basto,2002,8486
Município,Mondim de Basto,2003,8402
Município,Mondim de Basto,2004,8303
Município,Mondim de Basto,2005,8203
Município,Mondim de Basto,2006,8099
Município,Mondim de Basto,2007,7988
Município,Mondim de Basto,2008,7849
Município,Mondim de Basto,2009,7712
Município,Mondim de Basto,2010,7587
Município,Mondim de Basto,2011,7464
Município,Mondim de Basto,2012,7344
Município,Mondim de Basto,2013,7204
Município,Mondim de Basto,2014,7056
Município,Mondim de Basto,2015,6926
Município,Mondim de Basto,2016,6810
Município,Mondim de Basto,2017,6700
Município,Mondim de Basto,2018,6609
Município,Mondim de Basto,2019,6530
Município,Mondim de Basto,2020,6475
Município,Mondim de Basto,2022,6216
Município,Mondim de Basto,2023,6219
Município,Mondim de Basto,2024,6224
Município,Mondim de Basto,2025,6243
Município,Póvoa de Lanhoso,1982,21412
Município,Póvoa de Lanhoso,1983,21619
Município,Póvoa de Lanhoso,1984,21825
Município,Póvoa de Lanhoso,1985,22005
Município,Póvoa de Lanhoso,1986,22076
Município,Póvoa de Lanhoso,1987,22048
Município,Póvoa de Lanhoso,1988,21992
Município,Póvoa de Lanhoso,1989,21930
Município,Póvoa de Lanhoso,1990,21817
Município,Póvoa de Lanhoso,1991,21690
Município,Póvoa de Lanhoso,1992,21632
Município,Póvoa de Lanhoso,1993,21665
Município,Póvoa de Lanhoso,1994,21741
Município,Póvoa de Lanhoso,1995,21840
Município,Póvoa de Lanhoso,1996,21969
Município,Póvoa de Lanhoso,1997,22113
Município,Póvoa de Lanhoso,1998,22256
Município,Póvoa de Lanhoso,1999,22413
Município,Póvoa de Lanhoso,2000,22587
Município,Póvoa de Lanhoso,2001,22709
Município,Póvoa de Lanhoso,2002,22748
Município,Póvoa de Lanhoso,2003,22752
Município,Póvoa de Lanhoso,2004,22689
Município,Póvoa de Lanhoso,2005,22604
Município,Póvoa de Lanhoso,2006,22517
Município,Póvoa de Lanhoso,2007,22419
Município,Póvoa de Lanhoso,2008,22285
Município,Póvoa de Lanhoso,2009,22117
Município,Póvoa de Lanhoso,2010,21969
Município,Póvoa de Lanhoso,2011,21917
Município,Póvoa de Lanhoso,2012,21866
Município,Póvoa de Lanhoso,2013,21725
Município,Póvoa de Lanhoso,2014,21587
Município,Póvoa de Lanhoso,2015,21479
Município,Póvoa de Lanhoso,2016,21398
Município,Póvoa de Lanhoso,2017,21346
Município,Póvoa de Lanhoso,2018,21347
Município,Póvoa de Lanhoso,2019,21417
Município,Póvoa de Lanhoso,2020,21686
Município,Póvoa de Lanhoso,2022,21188
Município,Póvoa de Lanhoso,2023,21676
Município,Póvoa de Lanhoso,2024,22150
Município,Póvoa de Lanhoso,2025,22575
Município,Vieira do Minho,1982,18122
Município,Vieira do Minho,1983,18155
Município,Vieira do Minho,1984,18162
Município,Vieira do Minho,1985,18100
Município,Vieira do Minho,1986,17879
Município,Vieira do Minho,1987,17544
Município,Vieira do Minho,1988,17147
Município,Vieira do Minho,1989,16736
Município,Vieira do Minho,1990,16279
Município,Vieira do Minho,1991,15888
Município,Vieira do Minho,1992,15651
Município,Vieira do Minho,1993,15502
Município,Vieira do Minho,1994,15381
Município,Vieira do Minho,1995,15264
Município,Vieira do Minho,1996,15134
Município,Vieira do Minho,1997,15007
Município,Vieira do Minho,1998,14896
Município,Vieira do Minho,1999,14796
Município,Vieira do Minho,2000,14727
Município,Vieira do Minho,2001,14657
Município,Vieira do Minho,2002,14541
Município,Vieira do Minho,2003,14393
Município,Vieira do Minho,2004,14242
Município,Vieira do Minho,2005,14075
Município,Vieira do Minho,2006,13891
Município,Vieira do Minho,2007,13720
Município,Vieira do Minho,2008,13546
Município,Vieira do Minho,2009,13341
Município,Vieira do Minho,2010,13127
Município,Vieira do Minho,2011,13026
Município,Vieira do Minho,2012,12944
Município,Vieira do Minho,2013,12794
Município,Vieira do Minho,2014,12655
Município,Vieira do Minho,2015,12511
Município,Vieira do Minho,2016,12389
Município,Vieira do Minho,2017,12280
Município,Vieira do Minho,2018,12159
Município,Vieira do Minho,2019,12075
Município,Vieira do Minho,2020,12061
Município,Vieira do Minho,2022,11510
Município,Vieira do Minho,2023,11611
Município,Vieira do Minho,2024,11654
Município,Vieira do Minho,2025,11641
Município,Vila Nova de Famalicão,1982,108238
Município,Vila Nova de Famalicão,1983,109401
Município,Vila Nova de Famalicão,1984,110525
Município,Vila Nova de Famalicão,1985,111573
Município,Vila Nova de Famalicão,1986,112375
Município,Vila Nova de Famalicão,1987,113132
Município,Vila Nova de Famalicão,1988,113910
Município,Vila Nova de Famalicão,1989,114582
Município,Vila Nova de Famalicão,1990,115121
Município,Vila Nova de Famalicão,1991,115786
Município,Vila Nova de Famalicão,1992,116639
Município,Vila Nova de Famalicão,1993,117603
Município,Vila Nova de Famalicão,1994,118694
Município,Vila Nova de Famalicão,1995,119880
Município,Vila Nova de Famalicão,1996,121131
Município,Vila Nova de Famalicão,1997,122379
Município,Vila Nova de Famalicão,1998,123663
Município,Vila Nova de Famalicão,1999,125014
Município,Vila Nova de Famalicão,2000,126473
Município,Vila Nova de Famalicão,2001,127879
Município,Vila Nova de Famalicão,2002,129026
Município,Vila Nova de Famalicão,2003,129963
Município,Vila Nova de Famalicão,2004,130786
Município,Vila Nova de Famalicão,2005,131539
Município,Vila Nova de Famalicão,2006,132234
Município,Vila Nova de Famalicão,2007,132881
Município,Vila Nova de Famalicão,2008,133344
Município,Vila Nova de Famalicão,2009,133651
Município,Vila Nova de Famalicão,2010,133849
Município,Vila Nova de Famalicão,2011,133867
Município,Vila Nova de Famalicão,2012,133598
Município,Vila Nova de Famalicão,2013,133102
Município,Vila Nova de Famalicão,2014,132587
Município,Vila Nova de Famalicão,2015,132252
Município,Vila Nova de Famalicão,2016,132152
Município,Vila Nova de Famalicão,2017,132169
Município,Vila Nova de Famalicão,2018,132360
Município,Vila Nova de Famalicão,2019,132854
Município,Vila Nova de Famalicão,2020,133630
Município,Vila Nova de Famalicão,2022,136503
Município,Vila Nova de Famalicão,2023,139432
Município,Vila Nova de Famalicão,2024,141700
Município,Vila Nova de Famalicão,2025,143226
Município,Vizela,1982,0
Município,Vizela,1983,0
Município,Vizela,1984,0
Município,Vizela,1985,0
Município,Vizela,1986,0
Município,Vizela,1987,0
Município,Vizela,1988,0
Município,Vizela,1989,0
Município,Vizela,1990,0
Município,Vizela,1991,0
Município,Vizela,1992,0
Município,Vizela,1993,0
Município,Vizela,1994,0
Município,Vizela,1995,0
Município,Vizela,1996,0
Município,Vizela,1997,0
Município,Vizela,1998,0
Município,Vizela,1999,22133
Município,Vizela,2000,22413
Município,Vizela,2001,22655
Município,Vizela,2002,22841
Município,Vizela,2003,22993
Município,Vizela,2004,23148
Município,Vizela,2005,23313
Município,Vizela,2006,23457
Município,Vizela,2007,23577
Município,Vizela,2008,23653
Município,Vizela,2009,23705
Município,Vizela,2010,23739
Município,Vizela,2011,23747
Município,Vizela,2012,23703
Município,Vizela,2013,23625
Município,Vizela,2014,23548
Município,Vizela,2015,23493
Município,Vizela,2016,23485
Município,Vizela,2017,23523
Município,Vizela,2018,23605
Município,Vizela,2019,23694
Município,Vizela,2020,23859
Município,Vizela,2022,24512
Município,Vizela,2023,24926
Município,Vizela,2024,25207
Município,Vizela,2025,25375
NUTS III,Área Metropolitana do Porto,1982,1533810
NUTS III,Área Metropolitana do Porto,1983,1546357
NUTS III,Área Metropolitana do Porto,1984,1557779
NUTS III,Área Metropolitana do Porto,1985,1568186
NUTS III,Área Metropolitana do Porto,1986,1577217
NUTS III,Área Metropolitana do Porto,1987,1585503
NUTS III,Área Metropolitana do Porto,1988,1593475
NUTS III,Área Metropolitana do Porto,1989,1601090
NUTS III,Área Metropolitana do Porto,1990,1607890
NUTS III,Área Metropolitana do Porto,1991,1614563
NUTS III,Área Metropolitana do Porto,1992,1622126
NUTS III,Área Metropolitana do Porto,1993,1631922
NUTS III,Área Metropolitana do Porto,1994,1643897
NUTS III,Área Metropolitana do Porto,1995,1656179
NUTS III,Área Metropolitana do Porto,1996,1668236
NUTS III,Área Metropolitana do Porto,1997,1680580
NUTS III,Área Metropolitana do Porto,1998,1693280
NUTS III,Área Metropolitana do Porto,1999,1706124
NUTS III,Área Metropolitana do Porto,2000,1720070
NUTS III,Área Metropolitana do Porto,2001,1732210
NUTS III,Área Metropolitana do Porto,2002,1740908
NUTS III,Área Metropolitana do Porto,2003,1747593
NUTS III,Área Metropolitana do Porto,2004,1752280
NUTS III,Área Metropolitana do Porto,2005,1756084
NUTS III,Área Metropolitana do Porto,2006,1759749
