date,city_code,city,typology,median_price_eur_per_sqm,year,quarter
2016-07-01,T,Total,2 bedrooms,1246.0,2016,3
2016-07-01,T,Total,3 bedrooms,1208.0,2016,3
2016-07-01,T,Total,4 or more bedrooms,1400.0,2016,3
2016-10-01,T,Total,0 or 1 bedroom,1500.0,2016,4
2016-10-01,T,Total,2 bedrooms,1254.0,2016,4
2016-10-01,T,Total,3 bedrooms,1223.0,2016,4
2016-10-01,T,Total,4 or more bedrooms,1442.0,2016,4
2017-01-01,T,Total,0 or 1 bedroom,1533.0,2017,1
2017-01-01,T,Total,2 bedrooms,1290.0,2017,1
2017-01-01,T,Total,3 bedrooms,1230.0,2017,1
2017-01-01,T,Total,4 or more bedrooms,1490.0,2017,1
2017-04-01,T,Total,0 or 1 bedroom,1599.0,2017,2
2017-04-01,T,Total,2 bedrooms,1331.0,2017,2
2017-04-01,T,Total,3 bedrooms,1229.0,2017,2
2017-04-01,T,Total,4 or more bedrooms,1540.0,2017,2
2017-07-01,T,Total,0 or 1 bedroom,1645.0,2017,3
2017-07-01,T,Total,2 bedrooms,1351.0,2017,3
2017-07-01,T,Total,3 bedrooms,1250.0,2017,3
2017-07-01,T,Total,4 or more bedrooms,1571.0,2017,3
2017-10-01,T,Total,0 or 1 bedroom,1681.0,2017,4
2017-10-01,T,Total,2 bedrooms,1370.0,2017,4
2017-10-01,T,Total,3 bedrooms,1270.0,2017,4
2017-10-01,T,Total,4 or more bedrooms,1608.0,2017,4
2018-01-01,T,Total,0 or 1 bedroom,1724.0,2018,1
2018-01-01,T,Total,2 bedrooms,1408.0,2018,1
2018-01-01,T,Total,3 bedrooms,1290.0,2018,1
2018-01-01,T,Total,4 or more bedrooms,1633.0,2018,1
2018-04-01,T,Total,0 or 1 bedroom,1790.0,2018,2
2018-04-01,T,Total,2 bedrooms,1432.0,2018,2
2018-04-01,T,Total,3 bedrooms,1320.0,2018,2
2018-04-01,T,Total,4 or more bedrooms,1688.0,2018,2
2018-07-01,T,Total,0 or 1 bedroom,1831.0,2018,3
2018-07-01,T,Total,2 bedrooms,1470.0,2018,3
2018-07-01,T,Total,3 bedrooms,1341.0,2018,3
2018-07-01,T,Total,4 or more bedrooms,1741.0,2018,3
2018-10-01,T,Total,0 or 1 bedroom,1889.0,2018,4
2018-10-01,T,Total,2 bedrooms,1521.0,2018,4
2018-10-01,T,Total,3 bedrooms,1340.0,2018,4
2018-10-01,T,Total,4 or more bedrooms,1733.0,2018,4
2019-01-01,T,Total,0 or 1 bedroom,1934.0,2019,1
2019-01-01,T,Total,2 bedrooms,1539.0,2019,1
2019-01-01,T,Total,3 bedrooms,1362.0,2019,1
2019-01-01,T,Total,4 or more bedrooms,1778.0,2019,1
2019-04-01,T,Total,0 or 1 bedroom,1944.0,2019,2
2019-04-01,T,Total,2 bedrooms,1595.0,2019,2
2019-04-01,T,Total,3 bedrooms,1411.0,2019,2
2019-04-01,T,Total,4 or more bedrooms,1779.0,2019,2
2019-07-01,T,Total,0 or 1 bedroom,1986.0,2019,3
2019-07-01,T,Total,2 bedrooms,1645.0,2019,3
2019-07-01,T,Total,3 bedrooms,1429.0,2019,3
2019-07-01,T,Total,4 or more bedrooms,1777.0,2019,3
2019-10-01,T,Total,0 or 1 bedroom,2007.0,2019,4
2019-10-01,T,Total,2 bedrooms,1668.0,2019,4
2019-10-01,T,Total,3 bedrooms,1460.0,2019,4
2019-10-01,T,Total,4 or more bedrooms,1823.0,2019,4
2020-01-01,T,Total,0 or 1 bedroom,2083.0,2020,1
2020-01-01,T,Total,2 bedrooms,1714.0,2020,1
2020-01-01,T,Total,3 bedrooms,1517.0,2020,1
2020-01-01,T,Total,4 or more bedrooms,1913.0,2020,1
2020-04-01,T,Total,0 or 1 bedroom,2155.0,2020,2
2020-04-01,T,Total,2 bedrooms,1752.0,2020,2
2020-04-01,T,Total,3 bedrooms,1541.0,2020,2
2020-04-01,T,Total,4 or more bedrooms,1923.0,2020,2
2020-07-01,T,Total,0 or 1 bedroom,2247.0,2020,3
2020-07-01,T,Total,2 bedrooms,1818.0,2020,3
2020-07-01,T,Total,3 bedrooms,1593.0,2020,3
2020-07-01,T,Total,4 or more bedrooms,1900.0,2020,3
2020-10-01,T,Total,0 or 1 bedroom,2368.0,2020,4
2020-10-01,T,Total,2 bedrooms,1886.0,2020,4
2020-10-01,T,Total,3 bedrooms,1656.0,2020,4
2020-10-01,T,Total,4 or more bedrooms,1964.0,2020,4
2021-01-01,T,Total,0 or 1 bedroom,2371.0,2021,1
2021-01-01,T,Total,2 bedrooms,1903.0,2021,1
2021-01-01,T,Total,3 bedrooms,1676.0,2021,1
2021-01-01,T,Total,4 or more bedrooms,1931.0,2021,1
2021-04-01,T,Total,0 or 1 bedroom,2392.0,2021,2
2021-04-01,T,Total,2 bedrooms,1904.0,2021,2
2021-04-01,T,Total,3 bedrooms,1716.0,2021,2
2021-04-01,T,Total,4 or more bedrooms,2000.0,2021,2
2021-07-01,T,Total,0 or 1 bedroom,2422.0,2021,3
2021-07-01,T,Total,2 bedrooms,1929.0,2021,3
2021-07-01,T,Total,3 bedrooms,1759.0,2021,3
2021-07-01,T,Total,4 or more bedrooms,2112.0,2021,3
2016-01-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,714.0,2016,1
2016-01-01,11A0021,Vila Nova de Gaia,2 bedrooms,758.0,2016,1
2016-01-01,11A0021,Vila Nova de Gaia,3 bedrooms,818.0,2016,1
2016-01-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,760.0,2016,1
2016-04-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,736.0,2016,2
2016-04-01,11A0021,Vila Nova de Gaia,2 bedrooms,767.0,2016,2
2016-04-01,11A0021,Vila Nova de Gaia,3 bedrooms,820.0,2016,2
2016-04-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,764.0,2016,2
2016-07-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,761.0,2016,3
2016-07-01,11A0021,Vila Nova de Gaia,2 bedrooms,757.0,2016,3
2016-07-01,11A0021,Vila Nova de Gaia,3 bedrooms,853.0,2016,3
2016-07-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,772.0,2016,3
2016-10-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,768.0,2016,4
2016-10-01,11A0021,Vila Nova de Gaia,2 bedrooms,769.0,2016,4
2016-10-01,11A0021,Vila Nova de Gaia,3 bedrooms,843.0,2016,4
2016-10-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,773.0,2016,4
2017-01-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,806.0,2017,1
2017-01-01,11A0021,Vila Nova de Gaia,2 bedrooms,785.0,2017,1
2017-01-01,11A0021,Vila Nova de Gaia,3 bedrooms,817.0,2017,1
2017-01-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,781.0,2017,1
2017-04-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,838.0,2017,2
2017-04-01,11A0021,Vila Nova de Gaia,2 bedrooms,804.0,2017,2
2017-04-01,11A0021,Vila Nova de Gaia,3 bedrooms,817.0,2017,2
2017-04-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,802.0,2017,2
2017-07-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,846.0,2017,3
2017-07-01,11A0021,Vila Nova de Gaia,2 bedrooms,836.0,2017,3
2017-07-01,11A0021,Vila Nova de Gaia,3 bedrooms,806.0,2017,3
2017-07-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,845.0,2017,3
2017-10-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,857.0,2017,4
2017-10-01,11A0021,Vila Nova de Gaia,2 bedrooms,844.0,2017,4
2017-10-01,11A0021,Vila Nova de Gaia,3 bedrooms,822.0,2017,4
2017-10-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,852.0,2017,4
2018-01-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,897.0,2018,1
2018-01-01,11A0021,Vila Nova de Gaia,2 bedrooms,873.0,2018,1
2018-01-01,11A0021,Vila Nova de Gaia,3 bedrooms,877.0,2018,1
2018-01-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,868.0,2018,1
2018-04-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,929.0,2018,2
2018-04-01,11A0021,Vila Nova de Gaia,2 bedrooms,896.0,2018,2
2018-04-01,11A0021,Vila Nova de Gaia,3 bedrooms,912.0,2018,2
2018-04-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,875.0,2018,2
2018-07-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,943.0,2018,3
2018-07-01,11A0021,Vila Nova de Gaia,2 bedrooms,926.0,2018,3
2018-07-01,11A0021,Vila Nova de Gaia,3 bedrooms,921.0,2018,3
2018-07-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,893.0,2018,3
2018-10-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1000.0,2018,4
2018-10-01,11A0021,Vila Nova de Gaia,2 bedrooms,959.0,2018,4
2018-10-01,11A0021,Vila Nova de Gaia,3 bedrooms,969.0,2018,4
2018-10-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,937.0,2018,4
2019-01-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1043.0,2019,1
2019-01-01,11A0021,Vila Nova de Gaia,2 bedrooms,993.0,2019,1
2019-01-01,11A0021,Vila Nova de Gaia,3 bedrooms,983.0,2019,1
2019-01-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1001.0,2019,1
2019-04-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1102.0,2019,2
2019-04-01,11A0021,Vila Nova de Gaia,2 bedrooms,1058.0,2019,2
2019-04-01,11A0021,Vila Nova de Gaia,3 bedrooms,1026.0,2019,2
2019-04-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1053.0,2019,2
2019-07-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1179.0,2019,3
2019-07-01,11A0021,Vila Nova de Gaia,2 bedrooms,1111.0,2019,3
2019-07-01,11A0021,Vila Nova de Gaia,3 bedrooms,1056.0,2019,3
2019-07-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1105.0,2019,3
2019-10-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1220.0,2019,4
2019-10-01,11A0021,Vila Nova de Gaia,2 bedrooms,1162.0,2019,4
2019-10-01,11A0021,Vila Nova de Gaia,3 bedrooms,1112.0,2019,4
2019-10-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1067.0,2019,4
2020-01-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1250.0,2020,1
2020-01-01,11A0021,Vila Nova de Gaia,2 bedrooms,1236.0,2020,1
2020-01-01,11A0021,Vila Nova de Gaia,3 bedrooms,1156.0,2020,1
2020-01-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1083.0,2020,1
2020-04-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1301.0,2020,2
2020-04-01,11A0021,Vila Nova de Gaia,2 bedrooms,1248.0,2020,2
2020-04-01,11A0021,Vila Nova de Gaia,3 bedrooms,1168.0,2020,2
2020-04-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1097.0,2020,2
2020-07-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1323.0,2020,3
2020-07-01,11A0021,Vila Nova de Gaia,2 bedrooms,1267.0,2020,3
2020-07-01,11A0021,Vila Nova de Gaia,3 bedrooms,1235.0,2020,3
2020-07-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1121.0,2020,3
2020-10-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1399.0,2020,4
2020-10-01,11A0021,Vila Nova de Gaia,2 bedrooms,1313.0,2020,4
2020-10-01,11A0021,Vila Nova de Gaia,3 bedrooms,1301.0,2020,4
2020-10-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1163.0,2020,4
2021-01-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1419.0,2021,1
2021-01-01,11A0021,Vila Nova de Gaia,2 bedrooms,1360.0,2021,1
2021-01-01,11A0021,Vila Nova de Gaia,3 bedrooms,1414.0,2021,1
2021-01-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1254.0,2021,1
2021-04-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1442.0,2021,2
2021-04-01,11A0021,Vila Nova de Gaia,2 bedrooms,1381.0,2021,2
2021-04-01,11A0021,Vila Nova de Gaia,3 bedrooms,1440.0,2021,2
2021-04-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1283.0,2021,2
2021-07-01,11A0021,Vila Nova de Gaia,0 or 1 bedroom,1429.0,2021,3
2021-07-01,11A0021,Vila Nova de Gaia,2 bedrooms,1405.0,2021,3
2021-07-01,11A0021,Vila Nova de Gaia,3 bedrooms,1463.0,2021,3
2021-07-01,11A0021,Vila Nova de Gaia,4 or more bedrooms,1348.0,2021,3
